"web_x","web_y","popdens"
-9490823.1848889,4079539.20909658,87
-9470823.1848889,4079539.20909658,30
-9450823.1848889,4079539.20909658,68
-9430823.1848889,4079539.20909658,20
-9410823.1848889,4079539.20909658,35
-9390823.1848889,4079539.20909658,35
-9370823.1848889,4079539.20909658,15
-9350823.1848889,4079539.20909658,27
-9330823.1848889,4079539.20909658,44
-9310823.1848889,4079539.20909658,44
-9290823.1848889,4079539.20909658,29
-9270823.1848889,4079539.20909658,21
-9250823.1848889,4079539.20909658,25
-9230823.1848889,4079539.20909658,79
-9210823.1848889,4079539.20909658,79
-9190823.1848889,4079539.20909658,226
-9170823.1848889,4079539.20909658,46
-9150823.1848889,4079539.20909658,24
-9130823.1848889,4079539.20909658,134
-9110823.1848889,4079539.20909658,134
-9090823.1848889,4079539.20909658,12
-9070823.1848889,4079539.20909658,10
-9050823.1848889,4079539.20909658,7
-9030823.1848889,4079539.20909658,7
-9010823.1848889,4079539.20909658,7
-8990823.1848889,4079539.20909658,6
-8970823.1848889,4079539.20909658,14
-8950823.1848889,4079539.20909658,8
-8930823.1848889,4079539.20909658,8
-8910823.1848889,4079539.20909658,35
-8890823.1848889,4079539.20909658,12
-8870823.1848889,4079539.20909658,6
-8850823.1848889,4079539.20909658,35
-8830823.1848889,4079539.20909658,35
-8810823.1848889,4079539.20909658,36
-8790823.1848889,4079539.20909658,19
-8770823.1848889,4079539.20909658,22
-8750823.1848889,4079539.20909658,22
-8730823.1848889,4079539.20909658,13
-8710823.1848889,4079539.20909658,5
-8690823.1848889,4079539.20909658,22
-8670823.1848889,4079539.20909658,13
-8650823.1848889,4079539.20909658,13
-10070823.1848889,4099539.20909658,3
-10050823.1848889,4099539.20909658,3
-10030823.1848889,4099539.20909658,13
-10010823.1848889,4099539.20909658,71
-9990823.1848889,4099539.20909658,19
-9970823.1848889,4099539.20909658,19
-9950823.1848889,4099539.20909658,10
-9930823.1848889,4099539.20909658,14
-9910823.1848889,4099539.20909658,64
-9890823.1848889,4099539.20909658,23
-9870823.1848889,4099539.20909658,23
-9850823.1848889,4099539.20909658,17
-9830823.1848889,4099539.20909658,15
-9810823.1848889,4099539.20909658,16
-9790823.1848889,4099539.20909658,7
-9770823.1848889,4099539.20909658,7
-9750823.1848889,4099539.20909658,16
-9730823.1848889,4099539.20909658,9
-9710823.1848889,4099539.20909658,28
-9690823.1848889,4099539.20909658,172
-9670823.1848889,4099539.20909658,172
-9650823.1848889,4099539.20909658,28
-9630823.1848889,4099539.20909658,25
-9610823.1848889,4099539.20909658,24
-9590823.1848889,4099539.20909658,24
-9570823.1848889,4099539.20909658,22
-9550823.1848889,4099539.20909658,40
-9530823.1848889,4099539.20909658,12
-9510823.1848889,4099539.20909658,87
-9490823.1848889,4099539.20909658,87
-9470823.1848889,4099539.20909658,30
-9450823.1848889,4099539.20909658,68
-9430823.1848889,4099539.20909658,20
-9410823.1848889,4099539.20909658,35
-9390823.1848889,4099539.20909658,35
-9370823.1848889,4099539.20909658,15
-9350823.1848889,4099539.20909658,27
-9330823.1848889,4099539.20909658,44
-9310823.1848889,4099539.20909658,44
-9290823.1848889,4099539.20909658,29
-9270823.1848889,4099539.20909658,21
-9250823.1848889,4099539.20909658,25
-9230823.1848889,4099539.20909658,79
-9210823.1848889,4099539.20909658,79
-9190823.1848889,4099539.20909658,226
-9170823.1848889,4099539.20909658,46
-9150823.1848889,4099539.20909658,24
-9130823.1848889,4099539.20909658,134
-9110823.1848889,4099539.20909658,134
-9090823.1848889,4099539.20909658,12
-9070823.1848889,4099539.20909658,10
-9050823.1848889,4099539.20909658,7
-9030823.1848889,4099539.20909658,7
-9010823.1848889,4099539.20909658,7
-8990823.1848889,4099539.20909658,6
-8970823.1848889,4099539.20909658,14
-8950823.1848889,4099539.20909658,8
-8930823.1848889,4099539.20909658,8
-8910823.1848889,4099539.20909658,35
-8890823.1848889,4099539.20909658,12
-8870823.1848889,4099539.20909658,6
-8850823.1848889,4099539.20909658,35
-8830823.1848889,4099539.20909658,35
-8810823.1848889,4099539.20909658,36
-8790823.1848889,4099539.20909658,19
-8770823.1848889,4099539.20909658,22
-8750823.1848889,4099539.20909658,22
-8730823.1848889,4099539.20909658,13
-8710823.1848889,4099539.20909658,5
-8690823.1848889,4099539.20909658,22
-8670823.1848889,4099539.20909658,13
-8650823.1848889,4099539.20909658,13
-8630823.1848889,4099539.20909658,17
-10070823.1848889,4119539.20909658,21
-10050823.1848889,4119539.20909658,21
-10030823.1848889,4119539.20909658,16
-10010823.1848889,4119539.20909658,20
-9990823.1848889,4119539.20909658,10
-9970823.1848889,4119539.20909658,10
-9950823.1848889,4119539.20909658,7
-9930823.1848889,4119539.20909658,6
-9910823.1848889,4119539.20909658,15
-9890823.1848889,4119539.20909658,15
-9870823.1848889,4119539.20909658,15
-9850823.1848889,4119539.20909658,35
-9830823.1848889,4119539.20909658,16
-9810823.1848889,4119539.20909658,7
-9790823.1848889,4119539.20909658,20
-9770823.1848889,4119539.20909658,20
-9750823.1848889,4119539.20909658,80
-9730823.1848889,4119539.20909658,17
-9710823.1848889,4119539.20909658,12
-9690823.1848889,4119539.20909658,25
-9670823.1848889,4119539.20909658,25
-9650823.1848889,4119539.20909658,203
-9630823.1848889,4119539.20909658,31
-9610823.1848889,4119539.20909658,12
-9590823.1848889,4119539.20909658,12
-9570823.1848889,4119539.20909658,81
-9550823.1848889,4119539.20909658,21
-9530823.1848889,4119539.20909658,17
-9510823.1848889,4119539.20909658,16
-9490823.1848889,4119539.20909658,16
-9470823.1848889,4119539.20909658,8
-9450823.1848889,4119539.20909658,36
-9430823.1848889,4119539.20909658,28
-9410823.1848889,4119539.20909658,11
-9390823.1848889,4119539.20909658,11
-9370823.1848889,4119539.20909658,9
-9350823.1848889,4119539.20909658,17
-9330823.1848889,4119539.20909658,14
-9310823.1848889,4119539.20909658,14
-9290823.1848889,4119539.20909658,20
-9270823.1848889,4119539.20909658,10
-9250823.1848889,4119539.20909658,63
-9230823.1848889,4119539.20909658,270
-9210823.1848889,4119539.20909658,270
-9190823.1848889,4119539.20909658,71
-9170823.1848889,4119539.20909658,72
-9150823.1848889,4119539.20909658,30
-9130823.1848889,4119539.20909658,20
-9110823.1848889,4119539.20909658,20
-9090823.1848889,4119539.20909658,29
-9070823.1848889,4119539.20909658,9
-9050823.1848889,4119539.20909658,208
-9030823.1848889,4119539.20909658,208
-9010823.1848889,4119539.20909658,14
-8990823.1848889,4119539.20909658,237
-8970823.1848889,4119539.20909658,18
-8950823.1848889,4119539.20909658,13
-8930823.1848889,4119539.20909658,13
-8910823.1848889,4119539.20909658,23
-8890823.1848889,4119539.20909658,16
-8870823.1848889,4119539.20909658,33
-8850823.1848889,4119539.20909658,30
-8830823.1848889,4119539.20909658,30
-8810823.1848889,4119539.20909658,113
-8790823.1848889,4119539.20909658,60
-8770823.1848889,4119539.20909658,20
-8750823.1848889,4119539.20909658,20
-8730823.1848889,4119539.20909658,5
-8710823.1848889,4119539.20909658,9
-8690823.1848889,4119539.20909658,17
-8670823.1848889,4119539.20909658,13
-8650823.1848889,4119539.20909658,13
-8630823.1848889,4119539.20909658,29
-8610823.1848889,4119539.20909658,407
-8590823.1848889,4119539.20909658,30
-10050823.1848889,4139539.20909658,7
-10030823.1848889,4139539.20909658,18
-10010823.1848889,4139539.20909658,65
-9990823.1848889,4139539.20909658,42
-9970823.1848889,4139539.20909658,42
-9950823.1848889,4139539.20909658,15
-9930823.1848889,4139539.20909658,8
-9910823.1848889,4139539.20909658,15
-9890823.1848889,4139539.20909658,14
-9870823.1848889,4139539.20909658,14
-9850823.1848889,4139539.20909658,94
-9830823.1848889,4139539.20909658,8
-9810823.1848889,4139539.20909658,6
-9790823.1848889,4139539.20909658,15
-9770823.1848889,4139539.20909658,15
-9750823.1848889,4139539.20909658,54
-9730823.1848889,4139539.20909658,32
-9710823.1848889,4139539.20909658,14
-9690823.1848889,4139539.20909658,34
-9670823.1848889,4139539.20909658,34
-9650823.1848889,4139539.20909658,44
-9630823.1848889,4139539.20909658,39
-9610823.1848889,4139539.20909658,7
-9590823.1848889,4139539.20909658,7
-9570823.1848889,4139539.20909658,11
-9550823.1848889,4139539.20909658,21
-9530823.1848889,4139539.20909658,39
-9510823.1848889,4139539.20909658,160
-9490823.1848889,4139539.20909658,160
-9470823.1848889,4139539.20909658,94
-9450823.1848889,4139539.20909658,42
-9430823.1848889,4139539.20909658,21
-9410823.1848889,4139539.20909658,12
-9390823.1848889,4139539.20909658,12
-9370823.1848889,4139539.20909658,14
-9350823.1848889,4139539.20909658,21
-9330823.1848889,4139539.20909658,14
-9310823.1848889,4139539.20909658,14
-9290823.1848889,4139539.20909658,13
-9270823.1848889,4139539.20909658,17
-9250823.1848889,4139539.20909658,8
-9230823.1848889,4139539.20909658,20
-9210823.1848889,4139539.20909658,20
-9190823.1848889,4139539.20909658,71
-9170823.1848889,4139539.20909658,397
-9150823.1848889,4139539.20909658,150
-9130823.1848889,4139539.20909658,494
-9110823.1848889,4139539.20909658,494
-9090823.1848889,4139539.20909658,16
-9070823.1848889,4139539.20909658,14
-9050823.1848889,4139539.20909658,22
-9030823.1848889,4139539.20909658,22
-9010823.1848889,4139539.20909658,702
-8990823.1848889,4139539.20909658,52
-8970823.1848889,4139539.20909658,136
-8950823.1848889,4139539.20909658,27
-8930823.1848889,4139539.20909658,27
-8910823.1848889,4139539.20909658,49
-8890823.1848889,4139539.20909658,36
-8870823.1848889,4139539.20909658,47
-8850823.1848889,4139539.20909658,14
-8830823.1848889,4139539.20909658,14
-8810823.1848889,4139539.20909658,28
-8790823.1848889,4139539.20909658,90
-8770823.1848889,4139539.20909658,13
-8750823.1848889,4139539.20909658,13
-8730823.1848889,4139539.20909658,21
-8710823.1848889,4139539.20909658,32
-8690823.1848889,4139539.20909658,14
-8670823.1848889,4139539.20909658,22
-8650823.1848889,4139539.20909658,22
-8630823.1848889,4139539.20909658,30
-8610823.1848889,4139539.20909658,15
-8590823.1848889,4139539.20909658,19
-8570823.1848889,4139539.20909658,247
-8550823.1848889,4139539.20909658,247
-8530823.1848889,4139539.20909658,33
-8510823.1848889,4139539.20909658,11
-10050823.1848889,4159539.20909658,7
-10030823.1848889,4159539.20909658,18
-10010823.1848889,4159539.20909658,65
-9990823.1848889,4159539.20909658,42
-9970823.1848889,4159539.20909658,42
-9950823.1848889,4159539.20909658,15
-9930823.1848889,4159539.20909658,8
-9910823.1848889,4159539.20909658,15
-9890823.1848889,4159539.20909658,14
-9870823.1848889,4159539.20909658,14
-9850823.1848889,4159539.20909658,94
-9830823.1848889,4159539.20909658,8
-9810823.1848889,4159539.20909658,6
-9790823.1848889,4159539.20909658,15
-9770823.1848889,4159539.20909658,15
-9750823.1848889,4159539.20909658,54
-9730823.1848889,4159539.20909658,32
-9710823.1848889,4159539.20909658,14
-9690823.1848889,4159539.20909658,34
-9670823.1848889,4159539.20909658,34
-9650823.1848889,4159539.20909658,44
-9630823.1848889,4159539.20909658,39
-9610823.1848889,4159539.20909658,7
-9590823.1848889,4159539.20909658,7
-9570823.1848889,4159539.20909658,11
-9550823.1848889,4159539.20909658,21
-9530823.1848889,4159539.20909658,39
-9510823.1848889,4159539.20909658,160
-9490823.1848889,4159539.20909658,160
-9470823.1848889,4159539.20909658,94
-9450823.1848889,4159539.20909658,42
-9430823.1848889,4159539.20909658,21
-9410823.1848889,4159539.20909658,12
-9390823.1848889,4159539.20909658,12
-9370823.1848889,4159539.20909658,14
-9350823.1848889,4159539.20909658,21
-9330823.1848889,4159539.20909658,14
-9310823.1848889,4159539.20909658,14
-9290823.1848889,4159539.20909658,13
-9270823.1848889,4159539.20909658,17
-9250823.1848889,4159539.20909658,8
-9230823.1848889,4159539.20909658,20
-9210823.1848889,4159539.20909658,20
-9190823.1848889,4159539.20909658,71
-9170823.1848889,4159539.20909658,397
-9150823.1848889,4159539.20909658,150
-9130823.1848889,4159539.20909658,494
-9110823.1848889,4159539.20909658,494
-9090823.1848889,4159539.20909658,16
-9070823.1848889,4159539.20909658,14
-9050823.1848889,4159539.20909658,22
-9030823.1848889,4159539.20909658,22
-9010823.1848889,4159539.20909658,702
-8990823.1848889,4159539.20909658,52
-8970823.1848889,4159539.20909658,136
-8950823.1848889,4159539.20909658,27
-8930823.1848889,4159539.20909658,27
-8910823.1848889,4159539.20909658,49
-8890823.1848889,4159539.20909658,36
-8870823.1848889,4159539.20909658,47
-8850823.1848889,4159539.20909658,14
-8830823.1848889,4159539.20909658,14
-8810823.1848889,4159539.20909658,28
-8790823.1848889,4159539.20909658,90
-8770823.1848889,4159539.20909658,13
-8750823.1848889,4159539.20909658,13
-8730823.1848889,4159539.20909658,21
-8710823.1848889,4159539.20909658,32
-8690823.1848889,4159539.20909658,14
-8670823.1848889,4159539.20909658,22
-8650823.1848889,4159539.20909658,22
-8630823.1848889,4159539.20909658,30
-8610823.1848889,4159539.20909658,15
-8590823.1848889,4159539.20909658,19
-8570823.1848889,4159539.20909658,247
-8550823.1848889,4159539.20909658,247
-8530823.1848889,4159539.20909658,33
-8510823.1848889,4159539.20909658,11
-10030823.1848889,4179539.20909658,518
-10010823.1848889,4179539.20909658,1017
-9990823.1848889,4179539.20909658,31
-9970823.1848889,4179539.20909658,31
-9950823.1848889,4179539.20909658,18
-9930823.1848889,4179539.20909658,13
-9910823.1848889,4179539.20909658,17
-9890823.1848889,4179539.20909658,25
-9870823.1848889,4179539.20909658,25
-9850823.1848889,4179539.20909658,21
-9830823.1848889,4179539.20909658,12
-9810823.1848889,4179539.20909658,10
-9790823.1848889,4179539.20909658,6
-9770823.1848889,4179539.20909658,6
-9750823.1848889,4179539.20909658,12
-9730823.1848889,4179539.20909658,24
-9710823.1848889,4179539.20909658,26
-9690823.1848889,4179539.20909658,28
-9670823.1848889,4179539.20909658,28
-9650823.1848889,4179539.20909658,8
-9630823.1848889,4179539.20909658,26
-9610823.1848889,4179539.20909658,15
-9590823.1848889,4179539.20909658,15
-9570823.1848889,4179539.20909658,16
-9550823.1848889,4179539.20909658,20
-9530823.1848889,4179539.20909658,19
-9510823.1848889,4179539.20909658,232
-9490823.1848889,4179539.20909658,232
-9470823.1848889,4179539.20909658,98
-9450823.1848889,4179539.20909658,396
-9430823.1848889,4179539.20909658,13
-9410823.1848889,4179539.20909658,13
-9390823.1848889,4179539.20909658,13
-9370823.1848889,4179539.20909658,11
-9350823.1848889,4179539.20909658,35
-9330823.1848889,4179539.20909658,10
-9310823.1848889,4179539.20909658,10
-9290823.1848889,4179539.20909658,7
-9270823.1848889,4179539.20909658,23
-9250823.1848889,4179539.20909658,8
-9230823.1848889,4179539.20909658,16
-9210823.1848889,4179539.20909658,16
-9190823.1848889,4179539.20909658,24
-9170823.1848889,4179539.20909658,21
-9150823.1848889,4179539.20909658,40
-9130823.1848889,4179539.20909658,66
-9110823.1848889,4179539.20909658,66
-9090823.1848889,4179539.20909658,51
-9070823.1848889,4179539.20909658,36
-9050823.1848889,4179539.20909658,91
-9030823.1848889,4179539.20909658,91
-9010823.1848889,4179539.20909658,87
-8990823.1848889,4179539.20909658,1004
-8970823.1848889,4179539.20909658,45
-8950823.1848889,4179539.20909658,21
-8930823.1848889,4179539.20909658,21
-8910823.1848889,4179539.20909658,14
-8890823.1848889,4179539.20909658,10
-8870823.1848889,4179539.20909658,12
-8850823.1848889,4179539.20909658,133
-8830823.1848889,4179539.20909658,133
-8810823.1848889,4179539.20909658,16
-8790823.1848889,4179539.20909658,233
-8770823.1848889,4179539.20909658,32
-8750823.1848889,4179539.20909658,32
-8730823.1848889,4179539.20909658,19
-8710823.1848889,4179539.20909658,14
-8690823.1848889,4179539.20909658,15
-8670823.1848889,4179539.20909658,15
-8650823.1848889,4179539.20909658,15
-8630823.1848889,4179539.20909658,18
-8610823.1848889,4179539.20909658,8
-8590823.1848889,4179539.20909658,109
-8570823.1848889,4179539.20909658,12
-8550823.1848889,4179539.20909658,12
-8530823.1848889,4179539.20909658,13
-10030823.1848889,4199539.20909658,22
-10010823.1848889,4199539.20909658,182
-9990823.1848889,4199539.20909658,35
-9970823.1848889,4199539.20909658,35
-9950823.1848889,4199539.20909658,15
-9930823.1848889,4199539.20909658,6
-9910823.1848889,4199539.20909658,10
-9890823.1848889,4199539.20909658,14
-9870823.1848889,4199539.20909658,14
-9850823.1848889,4199539.20909658,13
-9830823.1848889,4199539.20909658,12
-9810823.1848889,4199539.20909658,7
-9790823.1848889,4199539.20909658,5
-9770823.1848889,4199539.20909658,5
-9750823.1848889,4199539.20909658,9
-9730823.1848889,4199539.20909658,22
-9710823.1848889,4199539.20909658,9
-9690823.1848889,4199539.20909658,14
-9670823.1848889,4199539.20909658,14
-9650823.1848889,4199539.20909658,13
-9630823.1848889,4199539.20909658,13
-9610823.1848889,4199539.20909658,88
-9590823.1848889,4199539.20909658,88
-9570823.1848889,4199539.20909658,29
-9550823.1848889,4199539.20909658,11
-9530823.1848889,4199539.20909658,17
-9510823.1848889,4199539.20909658,12
-9490823.1848889,4199539.20909658,12
-9470823.1848889,4199539.20909658,36
-9450823.1848889,4199539.20909658,14
-9430823.1848889,4199539.20909658,47
-9410823.1848889,4199539.20909658,37
-9390823.1848889,4199539.20909658,37
-9370823.1848889,4199539.20909658,9
-9350823.1848889,4199539.20909658,8
-9330823.1848889,4199539.20909658,9
-9310823.1848889,4199539.20909658,9
-9290823.1848889,4199539.20909658,7
-9270823.1848889,4199539.20909658,36
-9250823.1848889,4199539.20909658,14
-9230823.1848889,4199539.20909658,21
-9210823.1848889,4199539.20909658,21
-9190823.1848889,4199539.20909658,46
-9170823.1848889,4199539.20909658,52
-9150823.1848889,4199539.20909658,11
-9130823.1848889,4199539.20909658,139
-9110823.1848889,4199539.20909658,139
-9090823.1848889,4199539.20909658,39
-9070823.1848889,4199539.20909658,77
-9050823.1848889,4199539.20909658,90
-9030823.1848889,4199539.20909658,90
-9010823.1848889,4199539.20909658,83
-8990823.1848889,4199539.20909658,102
-8970823.1848889,4199539.20909658,318
-8950823.1848889,4199539.20909658,32
-8930823.1848889,4199539.20909658,32
-8910823.1848889,4199539.20909658,37
-8890823.1848889,4199539.20909658,31
-8870823.1848889,4199539.20909658,23
-8850823.1848889,4199539.20909658,21
-8830823.1848889,4199539.20909658,21
-8810823.1848889,4199539.20909658,61
-8790823.1848889,4199539.20909658,25
-8770823.1848889,4199539.20909658,62
-8750823.1848889,4199539.20909658,62
-8730823.1848889,4199539.20909658,51
-8710823.1848889,4199539.20909658,21
-8690823.1848889,4199539.20909658,203
-8670823.1848889,4199539.20909658,47
-8650823.1848889,4199539.20909658,47
-8630823.1848889,4199539.20909658,44
-8610823.1848889,4199539.20909658,61
-8590823.1848889,4199539.20909658,19
-8570823.1848889,4199539.20909658,7
-8550823.1848889,4199539.20909658,7
-8530823.1848889,4199539.20909658,11
-10030823.1848889,4219539.20909658,22
-10010823.1848889,4219539.20909658,182
-9990823.1848889,4219539.20909658,35
-9970823.1848889,4219539.20909658,35
-9950823.1848889,4219539.20909658,15
-9930823.1848889,4219539.20909658,6
-9910823.1848889,4219539.20909658,10
-9890823.1848889,4219539.20909658,14
-9870823.1848889,4219539.20909658,14
-9850823.1848889,4219539.20909658,13
-9830823.1848889,4219539.20909658,12
-9810823.1848889,4219539.20909658,7
-9790823.1848889,4219539.20909658,5
-9770823.1848889,4219539.20909658,5
-9750823.1848889,4219539.20909658,9
-9730823.1848889,4219539.20909658,22
-9710823.1848889,4219539.20909658,9
-9690823.1848889,4219539.20909658,14
-9670823.1848889,4219539.20909658,14
-9650823.1848889,4219539.20909658,13
-9630823.1848889,4219539.20909658,13
-9610823.1848889,4219539.20909658,88
-9590823.1848889,4219539.20909658,88
-9570823.1848889,4219539.20909658,29
-9550823.1848889,4219539.20909658,11
-9530823.1848889,4219539.20909658,17
-9510823.1848889,4219539.20909658,12
-9490823.1848889,4219539.20909658,12
-9470823.1848889,4219539.20909658,36
-9450823.1848889,4219539.20909658,14
-9430823.1848889,4219539.20909658,47
-9410823.1848889,4219539.20909658,37
-9390823.1848889,4219539.20909658,37
-9370823.1848889,4219539.20909658,9
-9350823.1848889,4219539.20909658,8
-9330823.1848889,4219539.20909658,9
-9310823.1848889,4219539.20909658,9
-9290823.1848889,4219539.20909658,7
-9270823.1848889,4219539.20909658,36
-9250823.1848889,4219539.20909658,14
-9230823.1848889,4219539.20909658,21
-9210823.1848889,4219539.20909658,21
-9190823.1848889,4219539.20909658,46
-9170823.1848889,4219539.20909658,52
-9150823.1848889,4219539.20909658,11
-9130823.1848889,4219539.20909658,139
-9110823.1848889,4219539.20909658,139
-9090823.1848889,4219539.20909658,39
-9070823.1848889,4219539.20909658,77
-9050823.1848889,4219539.20909658,90
-9030823.1848889,4219539.20909658,90
-9010823.1848889,4219539.20909658,83
-8990823.1848889,4219539.20909658,102
-8970823.1848889,4219539.20909658,318
-8950823.1848889,4219539.20909658,32
-8930823.1848889,4219539.20909658,32
-8910823.1848889,4219539.20909658,37
-8890823.1848889,4219539.20909658,31
-8870823.1848889,4219539.20909658,23
-8850823.1848889,4219539.20909658,21
-8830823.1848889,4219539.20909658,21
-8810823.1848889,4219539.20909658,61
-8790823.1848889,4219539.20909658,25
-8770823.1848889,4219539.20909658,62
-8750823.1848889,4219539.20909658,62
-8730823.1848889,4219539.20909658,51
-8710823.1848889,4219539.20909658,21
-8690823.1848889,4219539.20909658,203
-8670823.1848889,4219539.20909658,47
-8650823.1848889,4219539.20909658,47
-8630823.1848889,4219539.20909658,44
-8610823.1848889,4219539.20909658,61
-8590823.1848889,4219539.20909658,19
-8570823.1848889,4219539.20909658,7
-8530823.1848889,4219539.20909658,11
-8510823.1848889,4219539.20909658,3
-8490823.1848889,4219539.20909658,3
-8470823.1848889,4219539.20909658,3
-10010823.1848889,4239539.20909658,4
-9990823.1848889,4239539.20909658,41
-9970823.1848889,4239539.20909658,41
-9950823.1848889,4239539.20909658,7
-9930823.1848889,4239539.20909658,66
-9910823.1848889,4239539.20909658,8
-9890823.1848889,4239539.20909658,196
-9870823.1848889,4239539.20909658,196
-9850823.1848889,4239539.20909658,15
-9830823.1848889,4239539.20909658,12
-9810823.1848889,4239539.20909658,12
-9790823.1848889,4239539.20909658,7
-9770823.1848889,4239539.20909658,7
-9750823.1848889,4239539.20909658,21
-9730823.1848889,4239539.20909658,7
-9710823.1848889,4239539.20909658,32
-9690823.1848889,4239539.20909658,29
-9670823.1848889,4239539.20909658,29
-9650823.1848889,4239539.20909658,17
-9630823.1848889,4239539.20909658,14
-9610823.1848889,4239539.20909658,12
-9590823.1848889,4239539.20909658,12
-9570823.1848889,4239539.20909658,15
-9550823.1848889,4239539.20909658,16
-9530823.1848889,4239539.20909658,3
-9510823.1848889,4239539.20909658,8
-9490823.1848889,4239539.20909658,8
-9470823.1848889,4239539.20909658,8
-9450823.1848889,4239539.20909658,19
-9430823.1848889,4239539.20909658,21
-9410823.1848889,4239539.20909658,47
-9390823.1848889,4239539.20909658,47
-9370823.1848889,4239539.20909658,16
-9350823.1848889,4239539.20909658,22
-9330823.1848889,4239539.20909658,11
-9310823.1848889,4239539.20909658,11
-9290823.1848889,4239539.20909658,12
-9270823.1848889,4239539.20909658,11
-9250823.1848889,4239539.20909658,7
-9230823.1848889,4239539.20909658,56
-9210823.1848889,4239539.20909658,56
-9190823.1848889,4239539.20909658,466
-9170823.1848889,4239539.20909658,100
-9150823.1848889,4239539.20909658,28
-9130823.1848889,4239539.20909658,25
-9110823.1848889,4239539.20909658,25
-9090823.1848889,4239539.20909658,37
-9070823.1848889,4239539.20909658,50
-9050823.1848889,4239539.20909658,76
-9030823.1848889,4239539.20909658,76
-9010823.1848889,4239539.20909658,41
-8990823.1848889,4239539.20909658,134
-8970823.1848889,4239539.20909658,162
-8950823.1848889,4239539.20909658,34
-8930823.1848889,4239539.20909658,34
-8910823.1848889,4239539.20909658,23
-8890823.1848889,4239539.20909658,13
-8870823.1848889,4239539.20909658,15
-8850823.1848889,4239539.20909658,18
-8830823.1848889,4239539.20909658,18
-8810823.1848889,4239539.20909658,14
-8790823.1848889,4239539.20909658,36
-8770823.1848889,4239539.20909658,112
-8750823.1848889,4239539.20909658,112
-8730823.1848889,4239539.20909658,56
-8710823.1848889,4239539.20909658,81
-8690823.1848889,4239539.20909658,42
-8670823.1848889,4239539.20909658,27
-8650823.1848889,4239539.20909658,27
-8630823.1848889,4239539.20909658,85
-8610823.1848889,4239539.20909658,1098
-8590823.1848889,4239539.20909658,15
-8570823.1848889,4239539.20909658,13
-8550823.1848889,4239539.20909658,13
-8530823.1848889,4239539.20909658,12
-8510823.1848889,4239539.20909658,3
-8490823.1848889,4239539.20909658,3
-8470823.1848889,4239539.20909658,3
-10010823.1848889,4259539.20909658,4
-9990823.1848889,4259539.20909658,41
-9970823.1848889,4259539.20909658,41
-9950823.1848889,4259539.20909658,7
-9930823.1848889,4259539.20909658,66
-9910823.1848889,4259539.20909658,8
-9890823.1848889,4259539.20909658,196
-9870823.1848889,4259539.20909658,196
-9850823.1848889,4259539.20909658,15
-9830823.1848889,4259539.20909658,12
-9810823.1848889,4259539.20909658,12
-9790823.1848889,4259539.20909658,7
-9770823.1848889,4259539.20909658,7
-9750823.1848889,4259539.20909658,21
-9730823.1848889,4259539.20909658,7
-9710823.1848889,4259539.20909658,32
-9690823.1848889,4259539.20909658,29
-9670823.1848889,4259539.20909658,29
-9650823.1848889,4259539.20909658,17
-9630823.1848889,4259539.20909658,14
-9610823.1848889,4259539.20909658,12
-9590823.1848889,4259539.20909658,12
-9570823.1848889,4259539.20909658,15
-9550823.1848889,4259539.20909658,16
-9530823.1848889,4259539.20909658,3
-9510823.1848889,4259539.20909658,8
-9490823.1848889,4259539.20909658,8
-9470823.1848889,4259539.20909658,8
-9450823.1848889,4259539.20909658,19
-9430823.1848889,4259539.20909658,21
-9410823.1848889,4259539.20909658,47
-9390823.1848889,4259539.20909658,47
-9370823.1848889,4259539.20909658,16
-9350823.1848889,4259539.20909658,22
-9330823.1848889,4259539.20909658,11
-9310823.1848889,4259539.20909658,11
-9290823.1848889,4259539.20909658,12
-9270823.1848889,4259539.20909658,11
-9250823.1848889,4259539.20909658,7
-9230823.1848889,4259539.20909658,56
-9210823.1848889,4259539.20909658,56
-9190823.1848889,4259539.20909658,466
-9170823.1848889,4259539.20909658,100
-9150823.1848889,4259539.20909658,28
-9130823.1848889,4259539.20909658,25
-9110823.1848889,4259539.20909658,25
-9090823.1848889,4259539.20909658,37
-9070823.1848889,4259539.20909658,50
-9050823.1848889,4259539.20909658,76
-9030823.1848889,4259539.20909658,76
-9010823.1848889,4259539.20909658,41
-8990823.1848889,4259539.20909658,134
-8970823.1848889,4259539.20909658,162
-8950823.1848889,4259539.20909658,34
-8930823.1848889,4259539.20909658,34
-8910823.1848889,4259539.20909658,23
-8890823.1848889,4259539.20909658,13
-8870823.1848889,4259539.20909658,15
-8850823.1848889,4259539.20909658,18
-8830823.1848889,4259539.20909658,18
-8810823.1848889,4259539.20909658,14
-8790823.1848889,4259539.20909658,36
-8770823.1848889,4259539.20909658,112
-8750823.1848889,4259539.20909658,112
-8730823.1848889,4259539.20909658,56
-8710823.1848889,4259539.20909658,81
-8690823.1848889,4259539.20909658,42
-8670823.1848889,4259539.20909658,27
-8650823.1848889,4259539.20909658,27
-8630823.1848889,4259539.20909658,85
-8610823.1848889,4259539.20909658,1098
-8590823.1848889,4259539.20909658,15
-8570823.1848889,4259539.20909658,13
-8550823.1848889,4259539.20909658,13
-8530823.1848889,4259539.20909658,12
-8510823.1848889,4259539.20909658,3
-8490823.1848889,4259539.20909658,3
-8470823.1848889,4259539.20909658,3
-8450823.1848889,4259539.20909658,3
-8430823.1848889,4259539.20909658,9
