"web_x","web_y","elevation"
1266596.01707128,385498.219593429,682.096935043662
1267596.01707128,385498.219593429,684.259656780295
1268596.01707128,385498.219593429,678.506133558761
1269596.01707128,385498.219593429,673.965747619347
1270596.01707128,385498.219593429,679.501345021281
1271596.01707128,385498.219593429,672.37579068192
1272596.01707128,385498.219593429,661.404001512536
1273596.01707128,385498.219593429,659.310686787724
1274596.01707128,385498.219593429,656.333177979767
1275596.01707128,385498.219593429,653.600157961609
1276596.01707128,385498.219593429,669.182557178036
1277596.01707128,385498.219593429,673.593506208092
1278596.01707128,385498.219593429,667.298627551964
1279596.01707128,385498.219593429,672.148462788074
1280596.01707128,385498.219593429,676.566934347289
1281596.01707128,385498.219593429,672.258012317937
1282596.01707128,385498.219593429,676.183212446477
1283596.01707128,385498.219593429,677.244284788042
1240596.01707128,386498.219593429,694.623512215348
1241596.01707128,386498.219593429,686.283117682621
1242596.01707128,386498.219593429,679.540350898455
1243596.01707128,386498.219593429,670.628271246472
1244596.01707128,386498.219593429,663.826553522294
1245596.01707128,386498.219593429,658.353202724253
1246596.01707128,386498.219593429,675.187233179089
1247596.01707128,386498.219593429,671.9264692622
1248596.01707128,386498.219593429,668.182075361987
1249596.01707128,386498.219593429,661.937573735604
1250596.01707128,386498.219593429,662.94620365597
1251596.01707128,386498.219593429,673.218561548236
1252596.01707128,386498.219593429,673.195580034375
1253596.01707128,386498.219593429,678.589970624146
1254596.01707128,386498.219593429,673.845512094968
1255596.01707128,386498.219593429,673.623962961878
1256596.01707128,386498.219593429,664.577077853354
1257596.01707128,386498.219593429,670.506908977379
1258596.01707128,386498.219593429,669.841759791272
1259596.01707128,386498.219593429,675.679126363159
1260596.01707128,386498.219593429,676.270770716188
1261596.01707128,386498.219593429,679.29531180686
1262596.01707128,386498.219593429,685.060118276032
1263596.01707128,386498.219593429,683.466296046945
1264596.01707128,386498.219593429,688.406435595607
1265596.01707128,386498.219593429,687.071179302062
1266596.01707128,386498.219593429,691.357579110929
1267596.01707128,386498.219593429,688.457527726397
1268596.01707128,386498.219593429,683.989835579459
1269596.01707128,386498.219593429,678.032625373294
1270596.01707128,386498.219593429,670.011393026732
1271596.01707128,386498.219593429,663.162902300933
1272596.01707128,386498.219593429,658.750346459287
1273596.01707128,386498.219593429,662.739366722049
1274596.01707128,386498.219593429,657.004580804114
1275596.01707128,386498.219593429,659.514573519722
1276596.01707128,386498.219593429,665.142982897316
1277596.01707128,386498.219593429,666.57316235037
1278596.01707128,386498.219593429,667.652314755346
1279596.01707128,386498.219593429,664.607120547905
1280596.01707128,386498.219593429,674.324609761645
1281596.01707128,386498.219593429,669.370540249206
1282596.01707128,386498.219593429,665.898979993059
1283596.01707128,386498.219593429,671.157200506823
1284596.01707128,386498.219593429,678.512941789298
1285596.01707128,386498.219593429,676.46890744084
1239596.01707128,387498.219593429,686.650232155873
1240596.01707128,387498.219593429,686.718222910192
1241596.01707128,387498.219593429,689.067822059303
1242596.01707128,387498.219593429,676.393923673068
1243596.01707128,387498.219593429,668.695906902566
1244596.01707128,387498.219593429,659.189484187419
1245596.01707128,387498.219593429,654.069186257735
1246596.01707128,387498.219593429,660.663476429418
1247596.01707128,387498.219593429,669.202649993569
1248596.01707128,387498.219593429,669.133512957568
1249596.01707128,387498.219593429,673.882564969152
1250596.01707128,387498.219593429,680.89755139315
1251596.01707128,387498.219593429,675.787149601535
1252596.01707128,387498.219593429,675.166313940604
1253596.01707128,387498.219593429,682.392799676724
1254596.01707128,387498.219593429,676.958536513635
1255596.01707128,387498.219593429,673.061982750035
1256596.01707128,387498.219593429,666.972660016848
1257596.01707128,387498.219593429,667.619676095432
1258596.01707128,387498.219593429,674.450351109134
1259596.01707128,387498.219593429,670.446424854072
1260596.01707128,387498.219593429,674.67873360227
1261596.01707128,387498.219593429,679.874194561839
1262596.01707128,387498.219593429,682.996917916202
1263596.01707128,387498.219593429,681.75107749059
1264596.01707128,387498.219593429,684.634186103818
1265596.01707128,387498.219593429,683.189449704572
1266596.01707128,387498.219593429,685.011393378925
1267596.01707128,387498.219593429,684.251673282017
1268596.01707128,387498.219593429,686.339175674233
1269596.01707128,387498.219593429,682.494195180423
1270596.01707128,387498.219593429,670.942500036831
1271596.01707128,387498.219593429,673.101403738662
1272596.01707128,387498.219593429,663.23483375407
1273596.01707128,387498.219593429,662.300632297667
1274596.01707128,387498.219593429,664.480913555534
1275596.01707128,387498.219593429,662.651913999653
1276596.01707128,387498.219593429,662.68690492436
1277596.01707128,387498.219593429,668.818654405909
1278596.01707128,387498.219593429,664.868831272901
1279596.01707128,387498.219593429,665.187432652919
1280596.01707128,387498.219593429,667.304217622902
1281596.01707128,387498.219593429,661.708810079645
1282596.01707128,387498.219593429,663.434806976275
1283596.01707128,387498.219593429,667.511319433528
1284596.01707128,387498.219593429,677.608688617014
1285596.01707128,387498.219593429,678.18083423407
1286596.01707128,387498.219593429,669.196758534218
1237596.01707128,388498.219593429,691.556744622871
1238596.01707128,388498.219593429,672.996076015412
1239596.01707128,388498.219593429,680.518441994247
1240596.01707128,388498.219593429,675.932544918505
1241596.01707128,388498.219593429,676.630485008711
1242596.01707128,388498.219593429,675.185982431419
1243596.01707128,388498.219593429,663.663070640275
1244596.01707128,388498.219593429,658.382774105977
1245596.01707128,388498.219593429,652.835843742727
1246596.01707128,388498.219593429,661.568331725822
1247596.01707128,388498.219593429,662.973504559833
1248596.01707128,388498.219593429,672.161076953266
1249596.01707128,388498.219593429,680.287251136713
1250596.01707128,388498.219593429,684.219596886089
1251596.01707128,388498.219593429,687.27591654885
1252596.01707128,388498.219593429,688.182099298653
1253596.01707128,388498.219593429,693.169228136873
1254596.01707128,388498.219593429,684.453649110369
1255596.01707128,388498.219593429,674.665924649354
1256596.01707128,388498.219593429,672.581512268715
1257596.01707128,388498.219593429,662.661868234551
1258596.01707128,388498.219593429,669.818762841439
1259596.01707128,388498.219593429,670.29451503693
1260596.01707128,388498.219593429,672.147287163427
1261596.01707128,388498.219593429,675.085561284957
1262596.01707128,388498.219593429,684.178440465696
1263596.01707128,388498.219593429,679.065409719887
1264596.01707128,388498.219593429,681.298435271473
1265596.01707128,388498.219593429,676.52902456845
1266596.01707128,388498.219593429,677.098340671719
1267596.01707128,388498.219593429,683.438195369648
1268596.01707128,388498.219593429,685.917481287945
1269596.01707128,388498.219593429,684.603304615618
1270596.01707128,388498.219593429,679.183676333874
1271596.01707128,388498.219593429,676.448875481054
1272596.01707128,388498.219593429,671.78266376566
1273596.01707128,388498.219593429,661.376518545222
1274596.01707128,388498.219593429,668.238650744663
1275596.01707128,388498.219593429,665.604548113013
1276596.01707128,388498.219593429,658.585124804913
1277596.01707128,388498.219593429,656.105946840778
1278596.01707128,388498.219593429,654.862420744653
1279596.01707128,388498.219593429,653.875202428472
1280596.01707128,388498.219593429,659.459473783801
1281596.01707128,388498.219593429,660.563566685585
1282596.01707128,388498.219593429,669.271517846993
1283596.01707128,388498.219593429,665.695154224956
1284596.01707128,388498.219593429,677.836312484792
1285596.01707128,388498.219593429,671.908692401496
1286596.01707128,388498.219593429,669.977211835634
1287596.01707128,388498.219593429,667.240504847944
1235596.01707128,389498.219593429,685.577455116362
1236596.01707128,389498.219593429,683.713552298046
1237596.01707128,389498.219593429,677.485899796321
1238596.01707128,389498.219593429,660.346639216868
1239596.01707128,389498.219593429,665.796095756542
1240596.01707128,389498.219593429,667.197845533726
1241596.01707128,389498.219593429,666.090352497447
1242596.01707128,389498.219593429,671.833726745656
1243596.01707128,389498.219593429,664.398729245365
1244596.01707128,389498.219593429,662.96763565212
1245596.01707128,389498.219593429,652.133752883771
1246596.01707128,389498.219593429,655.694453713
1247596.01707128,389498.219593429,659.516242595011
1248596.01707128,389498.219593429,669.025118991165
1249596.01707128,389498.219593429,675.875246226951
1250596.01707128,389498.219593429,681.060466024871
1251596.01707128,389498.219593429,693.154223077241
1252596.01707128,389498.219593429,699.9312042376
1253596.01707128,389498.219593429,689.536775877858
1254596.01707128,389498.219593429,682.277936099118
1255596.01707128,389498.219593429,673.011743062855
1256596.01707128,389498.219593429,666.364406465335
1257596.01707128,389498.219593429,664.474198903701
1258596.01707128,389498.219593429,664.464486263259
1259596.01707128,389498.219593429,663.402778196397
1260596.01707128,389498.219593429,664.107508031065
1261596.01707128,389498.219593429,670.444550884381
1262596.01707128,389498.219593429,679.3915312486
1263596.01707128,389498.219593429,674.260859172207
1264596.01707128,389498.219593429,673.033504323918
1265596.01707128,389498.219593429,677.632895619406
1266596.01707128,389498.219593429,678.063570024309
1267596.01707128,389498.219593429,687.113644564776
1268596.01707128,389498.219593429,688.459397427163
1269596.01707128,389498.219593429,681.19068896316
1270596.01707128,389498.219593429,676.731105782692
1271596.01707128,389498.219593429,675.551854543505
1272596.01707128,389498.219593429,668.758297447208
1273596.01707128,389498.219593429,661.977232072308
1274596.01707128,389498.219593429,673.386069592997
1275596.01707128,389498.219593429,662.630411031776
1276596.01707128,389498.219593429,662.098710429075
1277596.01707128,389498.219593429,665.92686475585
1278596.01707128,389498.219593429,661.484032325469
1279596.01707128,389498.219593429,649.565689090724
1280596.01707128,389498.219593429,665.261747630315
1281596.01707128,389498.219593429,661.42498483884
1282596.01707128,389498.219593429,666.613090817625
1283596.01707128,389498.219593429,670.90828067576
1284596.01707128,389498.219593429,676.676538542698
1285596.01707128,389498.219593429,672.469912521311
1286596.01707128,389498.219593429,667.886598463785
1287596.01707128,389498.219593429,666.391096541845
1288596.01707128,389498.219593429,672.134329760263
1234596.01707128,390498.219593429,661.488858916852
1235596.01707128,390498.219593429,669.803120628056
1236596.01707128,390498.219593429,667.18819289516
1237596.01707128,390498.219593429,668.865297502887
1238596.01707128,390498.219593429,659.776021264022
1239596.01707128,390498.219593429,664.777840766
1240596.01707128,390498.219593429,668.272030985823
1241596.01707128,390498.219593429,662.149823758985
1242596.01707128,390498.219593429,665.14724765087
1243596.01707128,390498.219593429,658.275103152353
1244596.01707128,390498.219593429,659.142755681967
1245596.01707128,390498.219593429,652.066138851074
1246596.01707128,390498.219593429,648.541290333585
1247596.01707128,390498.219593429,658.254533568938
1248596.01707128,390498.219593429,674.462070353073
1249596.01707128,390498.219593429,670.989687386557
1250596.01707128,390498.219593429,676.677571181476
1251596.01707128,390498.219593429,693.170468341833
1252596.01707128,390498.219593429,713.816746580782
1253596.01707128,390498.219593429,695.829477366458
1254596.01707128,390498.219593429,683.393196306469
1255596.01707128,390498.219593429,674.403752791168
1256596.01707128,390498.219593429,664.764042834136
1257596.01707128,390498.219593429,665.32281203953
1258596.01707128,390498.219593429,670.027985229955
1259596.01707128,390498.219593429,667.296983100916
1260596.01707128,390498.219593429,660.487212740496
1261596.01707128,390498.219593429,664.564290402753
1262596.01707128,390498.219593429,669.200198960604
1263596.01707128,390498.219593429,678.377872853068
1264596.01707128,390498.219593429,678.119477136295
1265596.01707128,390498.219593429,685.592380128409
1266596.01707128,390498.219593429,688.238872714332
1267596.01707128,390498.219593429,691.420375856622
1268596.01707128,390498.219593429,689.469813495764
1269596.01707128,390498.219593429,679.064569877446
1270596.01707128,390498.219593429,677.05325031446
1271596.01707128,390498.219593429,673.353619654617
1272596.01707128,390498.219593429,668.33740486765
1273596.01707128,390498.219593429,672.987343229444
1274596.01707128,390498.219593429,674.575473137239
1275596.01707128,390498.219593429,666.446338051462
1276596.01707128,390498.219593429,661.221193413586
1277596.01707128,390498.219593429,668.275301848049
1278596.01707128,390498.219593429,668.444879440906
1279596.01707128,390498.219593429,648.50820710863
1280596.01707128,390498.219593429,657.21962454826
1281596.01707128,390498.219593429,652.654487694752
1282596.01707128,390498.219593429,663.159319402232
1283596.01707128,390498.219593429,672.457945825175
1284596.01707128,390498.219593429,668.60974392306
1285596.01707128,390498.219593429,666.183944882136
1286596.01707128,390498.219593429,667.750871507989
1287596.01707128,390498.219593429,669.784584472363
1288596.01707128,390498.219593429,681.581503494162
1289596.01707128,390498.219593429,681.642239322389
1232596.01707128,391498.219593429,656.068744576352
1233596.01707128,391498.219593429,656.78488066318
1234596.01707128,391498.219593429,662.190304038612
1235596.01707128,391498.219593429,656.819194455559
1236596.01707128,391498.219593429,646.239395661268
1237596.01707128,391498.219593429,649.438613279579
1238596.01707128,391498.219593429,660.630600040496
1239596.01707128,391498.219593429,664.574025236554
1240596.01707128,391498.219593429,658.081756887207
1241596.01707128,391498.219593429,649.013670744495
1242596.01707128,391498.219593429,647.546488125317
1243596.01707128,391498.219593429,648.134774547428
1244596.01707128,391498.219593429,657.036010228961
1245596.01707128,391498.219593429,661.172015138832
1246596.01707128,391498.219593429,658.806943737817
1247596.01707128,391498.219593429,673.306687765782
1248596.01707128,391498.219593429,667.957703812385
1249596.01707128,391498.219593429,673.66990644068
1250596.01707128,391498.219593429,672.951682477325
1251596.01707128,391498.219593429,699.751456029875
1252596.01707128,391498.219593429,697.07066939822
1253596.01707128,391498.219593429,689.371319458556
1254596.01707128,391498.219593429,680.130545080629
1255596.01707128,391498.219593429,673.437584211398
1256596.01707128,391498.219593429,675.5631688848
1257596.01707128,391498.219593429,665.795565354068
1258596.01707128,391498.219593429,672.010315028477
1259596.01707128,391498.219593429,676.394314932179
1260596.01707128,391498.219593429,671.71221728251
1261596.01707128,391498.219593429,666.557049032832
1262596.01707128,391498.219593429,668.83484784006
1263596.01707128,391498.219593429,683.229579219042
1264596.01707128,391498.219593429,681.885727619242
1265596.01707128,391498.219593429,682.107818033992
1266596.01707128,391498.219593429,687.395345200616
1267596.01707128,391498.219593429,689.300468647582
1268596.01707128,391498.219593429,684.012765177618
1269596.01707128,391498.219593429,680.697349634872
1270596.01707128,391498.219593429,675.777476093759
1271596.01707128,391498.219593429,682.325275203474
1272596.01707128,391498.219593429,684.668753255094
1273596.01707128,391498.219593429,685.210564443956
1274596.01707128,391498.219593429,679.787524540036
1275596.01707128,391498.219593429,677.202910220376
1276596.01707128,391498.219593429,661.148076250077
1277596.01707128,391498.219593429,671.96906118871
1278596.01707128,391498.219593429,656.285332065187
1279596.01707128,391498.219593429,649.533460137902
1280596.01707128,391498.219593429,658.907675963613
1281596.01707128,391498.219593429,654.226924363454
1282596.01707128,391498.219593429,653.25741220679
1283596.01707128,391498.219593429,659.726540354329
1284596.01707128,391498.219593429,659.264218188697
1285596.01707128,391498.219593429,661.497267668549
1286596.01707128,391498.219593429,659.547470739401
1287596.01707128,391498.219593429,676.526305482337
1288596.01707128,391498.219593429,682.025475543361
1289596.01707128,391498.219593429,676.159675650026
1290596.01707128,391498.219593429,677.986485672641
1231596.01707128,392498.219593429,645.664404354275
1232596.01707128,392498.219593429,642.877061430994
1233596.01707128,392498.219593429,649.717409855929
1234596.01707128,392498.219593429,650.514396073999
1235596.01707128,392498.219593429,648.12954614902
1236596.01707128,392498.219593429,648.809357263077
1237596.01707128,392498.219593429,646.01457850054
1238596.01707128,392498.219593429,650.504451522159
1239596.01707128,392498.219593429,654.245284696519
1240596.01707128,392498.219593429,653.123706006638
1241596.01707128,392498.219593429,646.422543000906
1242596.01707128,392498.219593429,645.043855326841
1243596.01707128,392498.219593429,651.85266441541
1244596.01707128,392498.219593429,661.178438292666
1245596.01707128,392498.219593429,660.782989844479
1246596.01707128,392498.219593429,657.83232329856
1247596.01707128,392498.219593429,670.694676751643
1248596.01707128,392498.219593429,676.243777161608
1249596.01707128,392498.219593429,679.15588558562
1250596.01707128,392498.219593429,674.628309872281
1251596.01707128,392498.219593429,689.110963929057
1252596.01707128,392498.219593429,696.717696756505
1253596.01707128,392498.219593429,686.390290213905
1254596.01707128,392498.219593429,677.321057091022
1255596.01707128,392498.219593429,677.946972712121
1256596.01707128,392498.219593429,672.937738547199
1257596.01707128,392498.219593429,668.790104302297
1258596.01707128,392498.219593429,671.027896160782
1259596.01707128,392498.219593429,676.759441895152
1260596.01707128,392498.219593429,680.365791200258
1261596.01707128,392498.219593429,675.476167012867
1262596.01707128,392498.219593429,671.14629445996
1263596.01707128,392498.219593429,675.884221731323
1264596.01707128,392498.219593429,679.551647351164
1265596.01707128,392498.219593429,683.5817363405
1266596.01707128,392498.219593429,686.444490878999
1267596.01707128,392498.219593429,692.903879170533
1268596.01707128,392498.219593429,694.725276249163
1269596.01707128,392498.219593429,680.227286026931
1270596.01707128,392498.219593429,684.143790550948
1271596.01707128,392498.219593429,682.246295465758
1272596.01707128,392498.219593429,689.17594267118
1273596.01707128,392498.219593429,692.635470274918
1274596.01707128,392498.219593429,687.520548277134
1275596.01707128,392498.219593429,675.006425425841
1276596.01707128,392498.219593429,676.807620691911
1277596.01707128,392498.219593429,672.979517278888
1278596.01707128,392498.219593429,661.292265155359
1279596.01707128,392498.219593429,654.017349620448
1280596.01707128,392498.219593429,664.741355092071
1281596.01707128,392498.219593429,657.686174097948
1282596.01707128,392498.219593429,664.855325417852
1283596.01707128,392498.219593429,671.169729453505
1284596.01707128,392498.219593429,670.566539286276
1285596.01707128,392498.219593429,663.683618658157
1286596.01707128,392498.219593429,651.30243127518
1287596.01707128,392498.219593429,666.647977297312
1288596.01707128,392498.219593429,676.883859068633
1289596.01707128,392498.219593429,684.171966778365
1290596.01707128,392498.219593429,682.673569952911
1291596.01707128,392498.219593429,678.873177326335
1229596.01707128,393498.219593429,657.715961027809
1230596.01707128,393498.219593429,651.795682077567
1231596.01707128,393498.219593429,648.307646817824
1232596.01707128,393498.219593429,643.086069015397
1233596.01707128,393498.219593429,643.616645262255
1234596.01707128,393498.219593429,645.213721769099
1235596.01707128,393498.219593429,645.23827568797
1236596.01707128,393498.219593429,649.429863449843
1237596.01707128,393498.219593429,651.614302117301
1238596.01707128,393498.219593429,654.524194301816
1239596.01707128,393498.219593429,653.928883940365
1240596.01707128,393498.219593429,655.984104916036
1241596.01707128,393498.219593429,653.299115708092
1242596.01707128,393498.219593429,651.762814010438
1243596.01707128,393498.219593429,651.594099105318
1244596.01707128,393498.219593429,659.486640380496
1245596.01707128,393498.219593429,662.957251254983
1246596.01707128,393498.219593429,669.684852521597
1247596.01707128,393498.219593429,677.486067974886
1248596.01707128,393498.219593429,683.101110102116
1249596.01707128,393498.219593429,687.357009403904
1250596.01707128,393498.219593429,678.033070399434
1251596.01707128,393498.219593429,686.220168785399
1252596.01707128,393498.219593429,692.898625426753
1253596.01707128,393498.219593429,686.732005704025
1254596.01707128,393498.219593429,681.614481033984
1255596.01707128,393498.219593429,679.447385254541
1256596.01707128,393498.219593429,671.867270756043
1257596.01707128,393498.219593429,673.52089599018
1258596.01707128,393498.219593429,677.373884149815
1259596.01707128,393498.219593429,675.125995295787
1260596.01707128,393498.219593429,685.224493733394
1261596.01707128,393498.219593429,679.620228224632
1262596.01707128,393498.219593429,672.092831905346
1263596.01707128,393498.219593429,676.643640682579
1264596.01707128,393498.219593429,689.307862022793
1265596.01707128,393498.219593429,693.856118314048
1266596.01707128,393498.219593429,690.307697375721
1267596.01707128,393498.219593429,697.231973291618
1268596.01707128,393498.219593429,697.434752644617
1269596.01707128,393498.219593429,683.275903347871
1270596.01707128,393498.219593429,683.551037832645
1271596.01707128,393498.219593429,688.69517986587
1272596.01707128,393498.219593429,696.848941344469
1273596.01707128,393498.219593429,696.925386026158
1274596.01707128,393498.219593429,687.247745013328
1275596.01707128,393498.219593429,677.236177650687
1276596.01707128,393498.219593429,675.490701812051
1277596.01707128,393498.219593429,679.566029177142
1278596.01707128,393498.219593429,668.913062897177
1279596.01707128,393498.219593429,662.236988406854
1280596.01707128,393498.219593429,666.3431741841
1281596.01707128,393498.219593429,669.009197973325
1282596.01707128,393498.219593429,672.584078549452
1283596.01707128,393498.219593429,674.977001994829
1284596.01707128,393498.219593429,667.675347306846
1285596.01707128,393498.219593429,662.322130480032
1286596.01707128,393498.219593429,661.180971262927
1287596.01707128,393498.219593429,657.655339400706
1288596.01707128,393498.219593429,662.532100162699
1289596.01707128,393498.219593429,678.616116275162
1290596.01707128,393498.219593429,685.666206289694
1291596.01707128,393498.219593429,675.156870422752
1292596.01707128,393498.219593429,678.040026179525
1227596.01707128,394498.219593429,660.852531698695
1228596.01707128,394498.219593429,657.943904052227
1229596.01707128,394498.219593429,655.176970461734
1230596.01707128,394498.219593429,653.600019322105
1231596.01707128,394498.219593429,652.759963811129
1232596.01707128,394498.219593429,653.540217932626
1233596.01707128,394498.219593429,651.929858619358
1234596.01707128,394498.219593429,649.319440480349
1235596.01707128,394498.219593429,643.899732961539
1236596.01707128,394498.219593429,647.083452150141
1237596.01707128,394498.219593429,651.835477937767
1238596.01707128,394498.219593429,661.62248131505
1239596.01707128,394498.219593429,662.072814681145
1240596.01707128,394498.219593429,665.144108439602
1241596.01707128,394498.219593429,659.223603102106
1242596.01707128,394498.219593429,660.411285130053
1243596.01707128,394498.219593429,652.708471649157
1244596.01707128,394498.219593429,657.153371537201
1245596.01707128,394498.219593429,662.354783351684
1246596.01707128,394498.219593429,669.839404332319
1247596.01707128,394498.219593429,682.539014642862
1248596.01707128,394498.219593429,690.056849415122
1249596.01707128,394498.219593429,700.48316580955
1250596.01707128,394498.219593429,688.076677867088
1251596.01707128,394498.219593429,688.839702487695
1252596.01707128,394498.219593429,688.049025358109
1253596.01707128,394498.219593429,685.319852298145
1254596.01707128,394498.219593429,681.865019616278
1255596.01707128,394498.219593429,681.08295959302
1256596.01707128,394498.219593429,673.613982621806
1257596.01707128,394498.219593429,675.152418013822
1258596.01707128,394498.219593429,678.184520502955
1259596.01707128,394498.219593429,679.485181146465
1260596.01707128,394498.219593429,684.069376994062
1261596.01707128,394498.219593429,682.162979923883
1262596.01707128,394498.219593429,672.091455509287
1263596.01707128,394498.219593429,675.379929331916
1264596.01707128,394498.219593429,690.373884645799
1265596.01707128,394498.219593429,687.748855808341
1266596.01707128,394498.219593429,690.711236053837
1267596.01707128,394498.219593429,693.296130413617
1268596.01707128,394498.219593429,691.836588189683
1269596.01707128,394498.219593429,696.066750339193
1270596.01707128,394498.219593429,688.53319659371
1271596.01707128,394498.219593429,695.064056775871
1272596.01707128,394498.219593429,694.684580489416
1273596.01707128,394498.219593429,692.016390473385
1274596.01707128,394498.219593429,683.229677760541
1275596.01707128,394498.219593429,677.492364347729
1276596.01707128,394498.219593429,684.61810147086
1277596.01707128,394498.219593429,686.998800656085
1278596.01707128,394498.219593429,678.658184052089
1279596.01707128,394498.219593429,670.222202299953
1280596.01707128,394498.219593429,671.346324192341
1281596.01707128,394498.219593429,673.926100292691
1282596.01707128,394498.219593429,680.383403052936
1283596.01707128,394498.219593429,683.918356001837
1284596.01707128,394498.219593429,680.56568750952
1285596.01707128,394498.219593429,663.5148699135
1286596.01707128,394498.219593429,669.39052864648
1287596.01707128,394498.219593429,663.218116059334
1288596.01707128,394498.219593429,657.421433258339
1289596.01707128,394498.219593429,666.284776410448
1290596.01707128,394498.219593429,672.175332121565
1291596.01707128,394498.219593429,659.91711758281
1292596.01707128,394498.219593429,662.108382026206
1293596.01707128,394498.219593429,668.352494958277
1226596.01707128,395498.219593429,659.320567837065
1227596.01707128,395498.219593429,659.105209933902
1228596.01707128,395498.219593429,654.067743484785
1229596.01707128,395498.219593429,652.534611294952
1230596.01707128,395498.219593429,653.383820725404
1231596.01707128,395498.219593429,659.358477641181
1232596.01707128,395498.219593429,656.44343160109
1233596.01707128,395498.219593429,662.430363484936
1234596.01707128,395498.219593429,654.349288502373
1235596.01707128,395498.219593429,644.128521383931
1236596.01707128,395498.219593429,642.422259436745
1237596.01707128,395498.219593429,648.993146141779
1238596.01707128,395498.219593429,659.683537786581
1239596.01707128,395498.219593429,668.086003720845
1240596.01707128,395498.219593429,670.031082586264
1241596.01707128,395498.219593429,661.329621694349
1242596.01707128,395498.219593429,659.981823589037
1243596.01707128,395498.219593429,657.227234369152
1244596.01707128,395498.219593429,656.340042830949
1245596.01707128,395498.219593429,659.321353366619
1246596.01707128,395498.219593429,664.933186297898
1247596.01707128,395498.219593429,678.867546888015
1248596.01707128,395498.219593429,684.278171128157
1249596.01707128,395498.219593429,695.642318060485
1250596.01707128,395498.219593429,696.461067505449
1251596.01707128,395498.219593429,695.766166309367
1252596.01707128,395498.219593429,689.864145657975
1253596.01707128,395498.219593429,688.804580334568
1254596.01707128,395498.219593429,684.179373015708
1255596.01707128,395498.219593429,680.591567589535
1256596.01707128,395498.219593429,679.716884556989
1257596.01707128,395498.219593429,682.562792633635
1258596.01707128,395498.219593429,675.319857949112
1259596.01707128,395498.219593429,684.6510758053
1260596.01707128,395498.219593429,688.821360003303
1261596.01707128,395498.219593429,681.990825096802
1262596.01707128,395498.219593429,673.304405279271
1263596.01707128,395498.219593429,677.655037582458
1264596.01707128,395498.219593429,681.344749509226
1265596.01707128,395498.219593429,682.129838305316
1266596.01707128,395498.219593429,681.753814830092
1267596.01707128,395498.219593429,685.648606089191
1268596.01707128,395498.219593429,688.044436842659
1269596.01707128,395498.219593429,693.363582223681
1270596.01707128,395498.219593429,694.449542633623
1271596.01707128,395498.219593429,694.854176757097
1272596.01707128,395498.219593429,694.545850700225
1273596.01707128,395498.219593429,688.81742881332
