"utm_x","utm_y"
41.1495155067323,1150.6058645971
41.1493533173654,1150.60569313208
41.645298254795,1149.77642421124
41.8862030516436,1149.73169692706
42.1883197153377,1149.67506601266
41.8185654724201,1149.12440174017
41.5225046902179,1148.68392466652
40.3113493607862,1148.07867312699
40.1826883613168,1147.83584548463
40.1800992864342,1147.83096528643
39.9790606128236,1147.45250208498
39.9056961725503,1144.64415108198
39.8737506914305,1143.42159888651
39.3902898051021,1142.14451235854
39.2670583200524,1141.12990863392
39.0797842930477,1140.86741880358
39.0621148555417,1140.84266210034
39.0441986381794,1140.71412859754
38.9133977258963,1139.77610543986
38.9134167433395,1139.77589448325
38.9134010434823,1139.77578185342
38.9713738504087,1139.13299362513
39.0516418040228,1138.24262412972
38.9257692074162,1137.43423868094
38.8774418008753,1137.12398058918
38.8774538166881,1137.12394990196
38.8774418008753,1137.12387273496
39.1807813514064,1136.34927200031
39.2741835703668,1136.11067310659
39.8217564959589,1134.71181318362
39.7951932969157,1134.18104179582
39.7293696380083,1132.86625411626
39.0420479699983,1130.73127846147
38.7148074258509,1129.71504517826
38.7148373737416,1129.71493283798
38.7148041082733,1129.71482951388
39.0053477552345,1128.62487802795
39.2101610521608,1128.43430015664
39.4208977922183,1128.23788193092
39.684370558701,1128.1316374794
40.1198785860211,1127.9554819681
42.9888050949222,1127.58240251646
44.257958346603,1126.9401972355
44.2831536109263,1126.91792497714
45.6596953395217,1125.70078163438
46.0473113583501,1125.65096868135
46.1546996158368,1124.92424401488
45.4485214609862,1121.983972964
45.4485475042235,1121.98385196032
45.4485247785722,1121.98375734529
45.5545671336999,1121.49096778769
45.5106890081628,1121.37836445856
45.4528542196233,1121.2303932811
45.3648545925103,1121.15076936533
45.3647978759321,1121.15071804704
44.9904433742925,1120.81199614371
44.5516205181585,1120.78353539361
44.3742849107399,1120.91138112656
43.5145651179958,1121.53171548655
42.3856013123683,1121.60582173868
41.7063019039307,1121.65073574509
41.0035732731459,1121.99919653504
40.3078957606803,1122.3444892411
39.7394982077724,1122.39311177374
39.3019028559942,1122.15689958708
39.2783015964732,1121.79282746583
39.2783230353994,1121.7927836516
39.2783049140593,1121.79250403943
39.4017723604623,1121.54049400913
39.6145979802968,1121.10555282119
39.6689252167907,1120.99522924195
39.7225785530732,1120.88573546265
39.7806659258574,1119.79529972751
39.5814263397505,1118.9356135205
39.5708424262197,1118.88997485796
39.3246849179547,1117.82823048504
39.2016024794224,1117.29736821662
39.3623491517945,1116.31115951955
39.3811018888019,1116.28295481737
39.6037227744804,1115.94800919139
40.1573871381827,1115.11500326785
40.2708188656733,1114.94450209061
40.274056451282,1114.93963064497
42.378549643325,1112.63981497858
42.5638994841784,1111.83566241118
42.4943796088378,1111.65383862317
42.4248564159226,1111.47201572953
42.3350230022126,1111.23695141698
42.0267269881295,1110.98841645127
41.71842775699,1110.7398825783
40.2229624116671,1110.47152080398
40.2229590940895,1110.47152080398
39.7340441073065,1110.20898024219
39.1184473529539,1109.55608571978
38.9787426358017,1109.17866719847
38.8390341847058,1108.80125139749
38.5472630333773,1105.76094639899
38.8123110830271,1103.94121466092
39.2198591185992,1101.14255528729
38.8947031662469,1099.40105532741
37.6923294693607,1097.68043007103
37.3391267011651,1096.32822713019
36.8094626605924,1095.73982382344
36.7752841847039,1095.70186267343
36.3430301356839,1094.66085387114
36.8155828211004,1093.28775323418
36.5865969499151,1092.76722386888
36.0193173303477,1092.71196219998
35.9168724501477,1092.58856992142
35.7376747487834,1092.37295521476
35.7377201375763,1092.37278644544
35.737681383947,1092.37273976802
35.8518580082902,1091.94838949963
35.8592374914299,1091.92095065504
35.9418362883761,1091.61372884501
36.1070274932714,1090.99929183339
35.7878433423057,1089.75141930689
35.6282477114133,1089.12749760871
35.0689801368897,1087.7745251779
35.0819959877111,1087.74553687296
35.2781435623354,1087.30846589432
35.7143092510829,1087.05395743611
35.7181939228254,1087.05168875054
35.7181972404001,1087.05168875054
37.0599291919488,1086.95582883896
37.2501737408349,1086.77527452173
37.6306556691931,1086.41416948463
38.0482590803736,1085.58613253751
38.2570577795053,1085.17212024359
38.5262295802901,1083.27918288991
38.6902009397949,1081.72309460729
39.105445260963,1081.56265382814
39.3822678982364,1081.45569379157
39.7535182981122,1080.96182031168
40.2960984485016,1080.69162491254
40.8066075592821,1079.44200963314
40.8089464527285,1078.85296875249
40.6930070070939,1078.55796715228
40.577064243879,1078.26296783761
40.2569078836096,1077.79045681341
40.0838065457233,1077.14189436252
39.9984286410852,1076.52306214389
40.0884876501937,1075.93449708797
40.1002355048557,1075.90938411161
40.3137877816075,1075.45275483802
40.6372849442836,1075.11799385429
41.2745393462605,1073.49394518509
41.3177868211057,1073.38372264498
41.3310415624765,1073.36580832234
41.9674214927345,1072.50550947815
41.8998718833824,1072.05784928257
41.8929721413711,1072.01214606009
41.3307021575186,1071.17871575134
40.4061923193175,1070.57677522531
39.0680243787235,1070.17993800977
36.0738649700685,1070.83677878261
36.0738616571305,1070.83677865685
35.135106128543,1070.80114258003
35.1351028155937,1070.80114245453
34.4501586953958,1070.77519600019
34.4501555400985,1070.77519527449
33.5233064838735,1070.56202631964
33.5233033285847,1070.56202559394
33.0140482627919,1070.58490367422
31.4862830654166,1070.65353799694
31.4862731126867,1070.65353799694
29.1986561755318,1069.57596638395
28.6062160969348,1069.52041481468
27.3378408457395,1070.34261203936
27.3378375281619,1070.34261203936
26.7706309862427,1070.35639263785
26.487027270561,1070.3632823343
26.1803407271731,1069.94631428984
26.0872776499669,1068.36342496133
25.9341016936749,1068.12895230852
25.7945477030837,1067.96301760804
25.627072994901,1067.76389695234
25.6007914352494,1067.48080799262
25.5788818372259,1067.24490207087
25.9778509852469,1065.30215083798
25.9841637593476,1065.29197387156
26.3944108524905,1064.63044122998
27.2993204318708,1064.19512763364
27.2993237463525,1064.19512753078
29.3873435012143,1064.13032617807
31.3184035974427,1064.45336574456
32.0150322274832,1064.32785254935
33.2838570388074,1063.35002616475
33.2838599659216,1063.35002508078
33.4905236778426,1063.2734933567
33.6971880056568,1063.19696155621
34.0089936282378,1062.7838368284
33.8837616428281,1062.18665600327
33.5000437797502,1061.71746434731
33.3020417971079,1061.61958674149
33.2030374882021,1061.57064803148
32.94906517723,1061.44159221415
32.6950895486719,1061.31253682741
32.2689597511384,1060.7505750619
30.7244007772361,1060.48181474536
30.7243943319267,1060.48181362385
30.4504065117849,1060.34189050603
30.3134092841393,1060.27192913674
30.1984444630996,1060.10913502263
29.8535397045936,1059.62075630066
29.4494609272681,1059.34597534269
29.3147650110959,1059.25438300201
28.4114078654698,1059.48223549108
28.4114045504245,1059.48223539805
27.2261868825948,1059.44897767806
27.0087140101431,1059.60837855118
26.138824539159,1060.24598964579
26.138818315994,1060.245989143
25.4434084843641,1060.18980541377
25.443405166778,1060.18980541377
25.0587965336419,1059.87616543219
24.9859939135302,1059.17559716961
25.0613577049007,1058.7184963898
25.2808786130866,1057.38823138744
25.297124772707,1057.37186735704
25.5602641550968,1057.10671148683
27.0102168992768,1055.64567993475
27.1221036368077,1055.53293221744
27.1626688301728,1055.4130442776
27.1982454005259,1055.3079002111
27.233120545186,1055.20472434597
27.2796140105228,1055.06715722475
27.0760174832224,1054.65110692067
27.3088933070996,1054.49699940087
27.3088982811887,1054.49699929298
28.2366245148531,1054.47687507007
28.8849591422718,1053.80675155568
30.3802021092412,1053.66039561752
30.9975770861414,1053.81966534133
30.9975804037161,1053.81966534133
31.9737956475863,1054.29225868206
34.9024542412755,1055.71007454053
35.700713597216,1055.76668276773
35.7007164763172,1055.76668390674
36.8318356423424,1056.21417047628
37.3943312215849,1056.94342074529
37.8755660121633,1058.34653420311
38.2853335083331,1058.76380799948
38.3688237103218,1059.33262926771
38.3844063805405,1059.4385374985
37.9682956726579,1060.08443329038
37.9400232614134,1060.49914259902
39.3776033816652,1061.44116167001
40.5372167983786,1061.44783508539
40.5372201158457,1061.44783510448
42.3943580469879,1061.17336511329
42.4067445380997,1061.16299161612
42.8863914203081,1060.76112320607
43.0396768567162,1060.99544343541
45.4080005467773,1061.44977255342
46.4102080522053,1061.9481312253
47.1057286519708,1062.00388693168
47.1057313973769,1062.00388566093
48.2684639107427,1061.46570269276
49.8133515135331,1061.70766841985
50.4843912756681,1061.52974622458
51.2869999781336,1060.85993147153
51.2870031319013,1060.85993074279
52.6029078756285,1060.55586544777
53.4045246218748,1060.06742739743
53.8428996047895,1060.0179166124
54.3601931653499,1059.65756610957
54.5023580757747,1059.42217767158
55.608754201985,1058.89027179833
55.7141803172075,1058.68550812715
55.8195996401697,1058.48074584232
55.9784519747315,1057.93744449309
55.7756218082716,1057.49510293486
55.6600705194123,1055.78293343373
55.6600772251212,1055.78293447895
56.3926719284799,1056.00893685968
57.125272805362,1056.23494143537
57.5117642046793,1056.23784718848
58.1337107660216,1055.77583049279
58.9143902689694,1054.77056219168
60.4133124314546,1054.18555771396
61.0342504885711,1053.85313358905
61.8390886043726,1053.02945715664
62.3798053108139,1051.92737517766
62.4982653901284,1051.68592956828
62.6501571341905,1051.37634564727
62.7151750543394,1049.58815423708
62.1433239013255,1046.83619072576
61.5841658069122,1045.82114631041
60.6126856802339,1044.85497408479
60.4618486173854,1044.3614607612
60.4618598961209,1044.3613900806
60.4618486173854,1044.3613531723
60.6763834212524,1043.01705516415
60.7592895118286,1042.49752747103
60.969796556907,1041.90302394199
60.6673394824932,1041.01956910991
59.8306634557136,1040.40866413377
59.4123191188599,1040.10321542144
58.3929729572798,1038.69613002368
56.6076242637991,1036.42822465595
56.2273566832411,1035.64793949654
56.1088063026504,1034.32555580773
55.9091012959455,1033.52089604269
57.4236028110634,1030.76026571097
57.994339257429,1030.19465430395
58.5650690686112,1029.62905092864
58.5943500239853,1029.1629369721
57.3701632428555,1027.65116922325
56.0768580134904,1025.10279193375
55.6970349885657,1024.29692035637
54.4386804576809,1023.48966707125
54.2852822235736,1023.3909525195
54.2763712135053,1023.38841990742
53.7767835658717,1023.24653722426
53.4929049358219,1023.06265848717
52.9287439317396,1022.78635807529
52.3645762925079,1022.51005956651
52.1624195946546,1022.0422005804
52.9630311143574,1018.39682907485
52.8460345829899,1017.99883305959
52.6120345364239,1017.20285163283
52.2286550664324,1016.86321156004
51.9200870108452,1016.83493522835
51.920077058104,1016.83493522835
51.5992764876664,1016.39743955547
51.3854026993091,1016.10577826326
50.8059841477928,1014.52171883507
50.6876134571553,1013.53715304658
50.4196022684811,1011.30820607622
50.4196093581472,1011.30807763443
50.4195989509063,1011.30799107653
50.5031182344632,1009.79519376561
50.5396057488262,1009.13418745239
50.8568658623251,1008.04937158166
52.4225742147571,1005.23986294362
53.0783361085385,1004.2820001552
53.5155042863741,1003.64343712735
53.5761589937833,1003.53197215283
54.6374996707023,1001.58138535544
56.0453542799552,999.133411356101
56.6416958037567,998.516873367897
57.2416999351636,997.408589806854
57.4569975648256,997.051490938129
57.4027816830474,996.595100959496
57.4595056548265,995.599109463457
57.5162229914335,994.603142049273
57.8541848000827,993.906188710282
58.6569063002588,992.8753941657
58.7619971831221,992.448975639022
58.8670815874031,992.022560877439
58.7912748427201,991.776341531089
58.7154615758349,991.530124017811
58.1241428671676,991.501220530972
58.1241362320153,991.501220530972
57.8172269661043,991.189085649378
57.6660581453104,990.619082931626
57.7472061362864,989.869119587287
57.708327552641,989.794848258889
57.5434934937064,989.480068020973
57.0507770705271,989.050439086031
56.4210568713309,988.501492155404
56.1477111890376,988.263153225303
55.9312560908644,988.074527443474
55.8181865158525,987.642394065364
55.5787035682127,986.727371901251
55.3568437665804,984.941080262216
54.922476419521,984.473221394895
52.1546635338917,982.906193206439
52.0746356256359,982.927187166613
51.7685731618012,983.007584099875
50.7580152679301,984.450661169041
50.3463534339586,984.526076829046
50.346317642144,984.526063332737
50.3462439538341,984.526076829046
49.8588815941917,984.342264825676
49.4993322966944,984.031902623469
49.014640588424,983.613363141227
48.3980485602662,983.558145463803
48.3980419251055,983.558145463803
48.2959615911541,983.428265943284
48.1938747741651,983.298387020886
48.3964826628013,982.991792495789
48.7901068178422,982.396335215345
48.331471377816,981.669615983983
47.6378418394955,981.613971189387
46.6286176125272,982.798211549174
46.6286142949412,982.798211549174
46.03695387561,982.872442538497
45.3701498480075,982.610003878325
45.3701469663657,982.610002744179
44.7144234080374,982.645130640662
44.058697895523,982.680258671397
44.0586950442055,982.680257504655
43.4176055438391,982.417927510206
42.9577459170204,981.923778285746
42.8876149226703,981.612982811518
42.7824085306572,981.146794167494
42.9590819843582,980.604670462564
43.0179699350082,980.423963764094
43.5346607864894,979.961310622918
43.9568121780463,979.583310976434
44.0513461396693,979.498664550348
44.1816971500219,979.188982837733
44.0293074600272,978.877799601505
43.0796404176123,978.639660592
42.8772614419182,978.095286559495
42.7474256332579,977.994819359976
42.4877477677105,977.79388598263
42.797019155028,977.049846152034
42.9302465017714,976.729334138977
43.0926622337202,976.504413470273
43.5801271211643,975.82935722919
44.6501360370333,973.820777944004
45.6913085531814,972.17422470703
47.0479530075425,969.625099147405
47.601289581213,968.974454153456
47.8779549627213,968.649134924599
48.3462777344644,967.928881749955
48.7655069669412,966.89797560106
51.8894657534159,961.700334789929
52.3242743385339,961.41859258653
52.5723444180128,961.151110930544
52.9444393996689,960.749891791417
52.9444493524073,960.749891791417
54.741688713173,960.914596183013
55.2573230211621,960.555446562229
55.7286515197917,958.903717833588
56.0904401833604,958.491869264062
56.6312321584724,958.236344773412
57.0977634373633,957.437572174726
57.0977698161608,957.437570881507
57.8433761265569,957.286408285263
57.8433787126144,957.286410451348
57.8433893968728,957.286408285263
58.7127942420291,958.014640937477
59.2779571550773,957.991772762143
59.6387505448296,957.224568666134
59.9032412411439,956.315021249231
60.2641341582824,956.058436175403
60.264140606478,956.058435065036
60.2734432909984,956.056833162851
61.1382234254865,955.907813937421
62.219913538266,955.318857079346
62.3049254665284,955.218618266388
64.4677991450784,952.668221802403
65.3438723247406,952.104213983899
65.4604122522415,952.074371370326
68.6093192354418,951.267447821721
69.5622076474317,950.703565693353
69.7314207823198,950.239305057476
69.900627282033,949.77504941927
70.4800425159746,949.452917980282
71.6514598799312,948.801470577072
72.298560367819,947.745156987831
72.4973762632629,947.117241721992
72.9764944382187,945.6039496972
73.3800248852,941.782261046096
73.898330307459,940.751338443551
76.2911410507245,939.600030860979
77.5168804589922,938.42246181036
77.7093531427147,938.237560706997
77.7093597778783,938.237560706997
78.0939616181111,938.316756892472
78.7880375285935,938.113292152303
78.8439122000564,937.132033700125
79.5132791972647,936.695926608553
79.505832224587,936.50760139073
79.4932155755189,936.188590562523
79.4213302512241,934.37102099779
79.5128954413562,933.996961692548
79.6044539963275,933.622905576977
79.7976500562968,933.468820164007
79.9908391932225,933.314735521569
79.9908457238767,933.314734686598
80.3785713273249,933.26516240687
80.1479133052453,931.935615177081
80.5877447055118,931.422198172243
81.2329409028567,930.884323838192
81.3040830744948,928.018453853468
81.0353591469296,926.054263951605
80.7319001635356,925.406705501321
79.3493123630113,924.984124915869
78.1164533050787,925.156310191214
78.1164466981633,925.156309754701
77.2444806535,925.098700159573
76.2993752826757,924.498251459927
75.7145092658542,923.758349360576
75.1296366138832,923.018459606196
74.643448677336,922.834320481993
74.1572541056195,922.650182121644
71.617952328467,922.554707245648
71.3370926956252,922.372018251791
71.0110343616903,921.33704511191
70.3011520024677,920.170261883754
70.1985193672731,920.169511047379
69.664302834436,919.546280943395
69.5448899189476,918.790988859293
69.468147637623,918.305639185262
68.2668455188654,917.703244222491
67.0655367649527,917.100857389686
66.2229578664473,916.578495043479
65.8708565345841,915.620882350528
66.082358853479,914.770653584178
67.6600867959021,912.975433597721
67.8450020338605,912.254169666648
67.8797304545256,911.015553255463
67.6080008000653,909.594226930966
66.9444816119698,909.150721818647
66.280955788688,908.707221072618
65.8321138429029,906.974977156275
65.8322266406022,903.491601697448
65.8958976235465,901.814993012062
66.6111345561859,898.698591048796
66.463966736095,897.794643864396
67.224282936979,895.50435280331
67.5949759835307,893.882070185254
66.9118067729113,893.46375101265
66.5008184130555,890.687203342527
67.0197908013874,888.392481818097
67.538749648657,886.0979051644
67.8085949180511,884.904588768756
68.2959539601074,884.543159211898
68.478964907523,881.846031949129
68.5008941070405,881.523049577267
69.0649489485758,878.270629082609
69.2957131331911,877.805993163411
69.1661417539948,877.271648824519
68.5259418311552,874.631470950279
68.5515402734388,873.676450514991
68.3496058533979,872.407531515165
68.2435163008598,871.740804231542
68.3203315331959,869.856777517742
69.0384547598704,869.753376558818
69.3974632919341,869.288664380089
69.4997641688575,866.965922244328
69.2689999842422,866.733686464043
68.345604728466,866.6049537046
68.3455982175455,866.604952796901
67.8326473683577,865.908147063131
67.7119530442865,865.00952073416
67.7044030209007,864.95335720774
68.1402201501398,862.708072490389
68.2256765283819,862.57899271855
68.3965761418779,862.320834035924
68.6797142424224,860.632125147222
68.729759079023,860.333637043362
68.6928094374305,860.222066184418
68.6015185655665,859.946643767639
68.105785765059,860.256383440783
67.8579206878567,860.411257352603
66.8065001691042,860.669602000633
65.6524536506438,860.540777674591
64.523892776779,857.083005866821
63.9596123398452,854.064121374718
63.959499542146,852.206074226706
64.3441131516542,850.993318569731
64.3440003539549,850.425537718493
64.0301905229872,850.28078198598
62.4977677264817,849.574359626529
61.1643855739974,849.290800749181
61.1643792211028,849.290799398165
60.7541605341474,848.620004842499
59.9592419806106,848.516864179548
57.7285016238874,847.123897757029
57.6320730684421,845.460021048873
57.549053756708,844.027566943274
57.2543653697667,842.727534581692
56.7152797137937,840.349475190627
56.6208746757351,839.794883441713
56.7215101278186,839.124648622963
57.0295960058164,837.761504615459
57.5491665544072,835.462720452574
57.3199616320848,834.662665497955
56.5774608323304,834.171149989738
56.567344785877,834.157633370001
56.5006097032539,834.06852340623
55.8615603838199,833.215222374878
56.4295764151105,832.755386921812
56.9975858112291,832.295555772739
57.0812418921947,831.905081427215
57.1648913379854,831.514610182072
57.1648976926107,831.514611491522
57.8827909587741,831.824136953617
58.3954213308394,831.308026772204
58.8569522024423,829.760111259158
58.9594761723747,828.134813151617
59.267161751856,827.851001463428
59.5491360913544,827.180287372022
60.1515989979251,826.561021936676
60.7540543716089,825.94176517252
60.7540607313751,825.941763837993
61.3693193680359,825.812658323042
62.3433673011281,825.038559550447
63.625100813713,824.677260499189
63.6251074488738,824.677260499189
64.881222613687,824.754337409267
64.8812292488506,824.754337409267
66.2903113624594,825.261977495882
66.5987798906746,825.373098056444
68.4742871206387,826.370143253787
69.9058557871004,826.171985145137
71.2643978968493,825.552465151674
71.930873048168,824.958966481525
72.4689910543219,822.817709267207
72.4623094495114,822.569199877945
72.4174491415046,820.883083337553
72.6733738479224,818.535578297546
73.0044284563627,817.21624561347
73.2882972961413,816.085042880867
73.1087397863759,815.259681242732
72.390842689965,813.944369068295
71.6729378886519,812.629089361414
71.647226648669,811.520104686386
71.6136898526086,811.315048954291
71.2608007154129,809.157411538118
70.3648296202159,803.679671527308
70.327865151071,803.574858821992
69.2368260996837,800.481937755845
67.5194944180946,797.98077313055
67.4383807131512,797.790353524277
66.6857203751888,796.023613510734
66.6736974676116,795.995261056557
66.6991897473597,794.886264407336
67.0579726840362,793.803021744772
67.5960338904594,792.964795410824
68.1340892634898,792.126581453334
68.3902329301538,791.430291678521
