"web_x","web_y"
1679333.98738084,1206352.67227524
1679499.09297894,1206085.72353477
1679503.87095386,1206078.05014068
1679533.38822401,1206030.38867325
1679688.9383588,1205733.61346789
1679784.92287668,1205550.64300517
1679873.26288684,1205356.54177287
1680081.4777408,1204899.06812041
1680315.06865055,1204428.41614711
1680449.80940096,1204039.25444439
1680481.55848759,1203793.395864
1680503.53862646,1203622.97097537
1680557.37324627,1203279.09795387
1680701.13792597,1202980.4013041
1680728.10722146,1202910.80658487
1680786.08058948,1202761.1351912
1680844.90338358,1202609.3031466
1681024.55485285,1202355.89190815
1681411.03713052,1201993.88051972
1681869.29542424,1201496.03926242
1682129.85350385,1201152.08179093
1682453.26828264,1200726.65127572
1682704.80232538,1200301.33331557
1683073.23614146,1199812.59243468
1683252.88702243,1199613.44607935
1683432.64427188,1199396.25559085
1683458.76360689,1199378.42670528
1683657.31303004,1199242.27914727
1683996.86394524,1199051.56608621
1684205.49982607,1198934.43745704
1684241.91821601,1198912.61092179
1684582.8495597,1198708.06886265
1684834.38311086,1198327.941717
1684879.0878845,1197866.56224848
1684854.88327034,1197551.27124048
1684852.0169372,1197513.66990163
1684735.01669716,1197043.22356566
1684756.46707234,1196767.48590544
1684761.77656909,1196699.41621223
1684810.3011265,1196474.13923781
1684851.4992149,1196283.22220952
1684889.83088388,1196062.70183506
1684941.11674635,1195767.52439803
1685075.64839331,1195070.86396858
1685156.24313502,1194356.06636506
1685254.98894083,1194102.82316282
1685389.62212281,1193840.39896522
1685497.39293254,1193577.97647493
1685641.05092379,1193324.63143621
1686000.35285119,1192908.26504629
1686087.09926572,1192802.3916247
1686296.79837131,1192546.35214035
1686629.1313637,1192166.18585001
1686871.63892186,1191885.62815862
1686956.79596443,1191473.27330425
1687006.06388275,1191234.31067905
1686987.91164316,1190881.48635077
1687032.51241597,1190212.14635537
1687050.24870128,1189741.69307387
1687022.86476587,1188864.32225094
1686979.97339697,1188535.82667954
1686923.7050186,1188104.60670928
1686771.02843685,1187763.58694397
1686680.78150014,1187562.02283345
1686401.97070194,1187019.44707188
1686024.20722678,1186214.61898626
1685844.35053895,1185798.65640913
1685796.57400136,1185573.55748576
1685754.21214137,1185373.62679791
1685653.67064641,1184750.94385162
1685646.13268699,1184704.3915941
1685584.76722856,1184334.67598097
1685563.95809478,1184217.37875925
1685558.64964336,1184187.35246248
1685532.53198489,1184046.94205285
1685474.98820914,1183736.74506883
1685474.98864067,1183695.9185943
1685474.77949045,1183393.06973334
1685516.93439152,1183082.98765636
1685537.53401084,1182931.88979943
1685576.82276486,1182565.97422164
1685582.23823826,1182515.86093604
1685588.18468998,1182456.1354927
1685644.88839369,1181882.75484794
1685660.81838087,1181533.91401131
1685672.81897242,1181270.93569103
1685676.96076093,1181180.9727219
1685680.46535018,1181104.9417744
1685680.25735484,1180691.85018739
1685680.25805269,1180625.64799141
1685649.4710827,1180256.62402331
1685635.03306014,1180083.07503321
1685688.76218296,1179667.08029622
1685742.59509831,1179477.22796222
1685895.17206743,1179196.77186535
1686128.65486259,1178898.2842822
1686371.05515246,1178717.29340521
1686739.2745965,1178409.63219694
1686845.66323302,1178323.24136233
1687017.66881365,1178183.50463861
1687376.86220913,1177984.37658806
1687470.40339335,1177920.01633113
1687745.08108282,1177730.93176336
1687884.38419983,1177633.7441852
1688212.04381703,1177405.24645583
1688589.18189639,1177106.66771783
1688636.64277355,1177060.66618843
1688831.58275573,1176871.36944788
1689154.78336236,1176608.9694921
1689442.09593168,1176418.92028953
1689765.40204972,1176219.80190033
1689971.9145859,1176084.0693134
1690286.19560671,1175903.09376261
1690834.06199298,1175767.0420811
1691301.12815644,1175703.55372028
1691840.07534073,1175612.74691701
1692118.46832787,1175504.12069389
1692387.8365979,1175377.35394405
1692594.34923105,1175232.55427388
1692782.81252281,1175042.51148802
1692847.89858669,1174989.49418649
1692873.91177786,1174968.22250042
1693159.9506983,1174734.88267729
1693510.11909764,1174544.73632588
1693869.31240481,1174354.59110086
1694210.45665233,1174092.21018225
1694533.55184161,1173757.37924082
1694856.64655637,1173467.90090234
1695251.62342334,1173042.59474062
1695583.74285619,1172771.15383135
1695636.83089505,1172737.89881637
1695844.08659717,1172608.22615544
1695938.47716226,1172546.03522102
1696101.45749843,1172438.49698755
1696149.02465273,1172382.6761772
1696282.27639369,1172226.01127958
1696642.85269139,1171775.88677501
1696867.09953392,1171350.7072764
1696866.78515122,1170952.95419019
1696904.9061504,1170565.35480825
1696920.19701758,1170410.53218396
1696991.6579447,1169940.34658053
1697054.40976127,1169732.30123284
1697082.1225069,1169639.02130605
1697188.83249915,1169280.26296837
1697332.17378083,1168846.15206756
1697386.43110988,1168681.83692865
1697439.62665226,1168520.6533751
1697505.88161963,1168373.61334805
1697510.87197819,1168362.4936057
1697574.15396393,1168222.25560694
1697637.75401808,1168126.06518244
1697717.59916264,1168005.15278691
1697927.82807433,1167846.13313385
1697968.9182697,1167815.14975613
1697996.73651064,1167787.18907289
1698381.73248367,1167398.9804754
1698770.3382776,1167024.37852494
1698991.92852011,1166810.84639902
1699252.06130787,1166512.35647278
1699335.40985567,1166428.36963412
1699424.49193462,1166338.55359551
1699457.61900158,1166305.08854269
1699467.49341534,1166295.1569852
1699655.85079812,1166078.06650246
1699871.17644768,1165888.07347379
1700061.33801861,1165747.52279465
1700140.43928669,1165689.01415086
1700382.8388175,1165580.31023526
1700546.13826737,1165415.47171079
1700719.20526251,1165307.63150801
1700750.73955547,1165287.98498
1700765.17961018,1165268.44623338
1700925.18816234,1165051.46971494
1700945.36251447,1164952.0490194
1700973.07570756,1164815.06265562
1700972.86592749,1164566.56654888
1700995.58825951,1164489.27643507
1701020.96506987,1164402.9189659
1701117.05648979,1164142.2288404
1701125.33862524,1164098.18688858
1701125.86953454,1164095.05645723
1701138.50510742,1164027.15856035
1701146.46869882,1163984.84388071
1701147.1057835,1163981.71346051
1701158.9980862,1163917.91770449
1701206.88524599,1163718.54332838
1701207.41618987,1163712.0666378
1701218.88488743,1163542.16185254
1701152.42160121,1163299.71884982
1701068.01373443,1163148.2733264
1701007.8136012,1163021.43965893
1700947.29494957,1162893.85084619
1700947.19021682,1162754.17361979
1700947.1909024,1162687.78935137
1701019.28605423,1162487.77451822
1701067.27951807,1162275.67122094
1701030.96916314,1162118.07800214
1701025.87301427,1162091.95646386
1700994.65911995,1161930.26241581
1700982.45070169,1161760.58182055
1701001.56343367,1161647.89391495
1701018.44634548,1161548.48275603
1701048.38974252,1161360.56294661
1701038.19798885,1161255.53956463
1701030.12951347,1161172.75156802
1700933.61815041,1160972.85147031
1700923.53201644,1160921.68946832
1700890.51320914,1160753.20078374
1700943.92123449,1160577.91387444
1700962.07784159,1160518.11792198
1700943.92408578,1160301.27661262
1700949.86998739,1160293.50538987
1701033.64349673,1160183.73704863
1701150.01245746,1160111.96211619
1701195.13728272,1160084.11563987
1701287.7228462,1160023.13402661
1701456.54285387,1159911.85634264
1701733.87473941,1159738.95045068
1701758.08288274,1159723.84011284
1701787.49365328,1159705.49185426
1701885.81321211,1159593.56683644
1701973.93981498,1159493.19079432
1702091.4773216,1159361.51514665
1702244.58399195,1159190.01374482
1702436.87198083,1158765.63303893
1702599.00653131,1158304.99311475
1702514.28087549,1158081.14933278
1702484.34023023,1158002.03805408
1702225.1694144,1157681.16826179
1702236.95731109,1157444.8100184
1702272.63740702,1156941.87955555
1702374.78024369,1156735.74578748
1702502.82884431,1156629.87414472
1702741.72548578,1156432.48534972
1702824.75506633,1156390.61220605
1702869.45513475,1156368.05684725
1703090.72578287,1156256.35946656
1703277.38273297,1156195.60124443
1703505.97970668,1156062.10430282
1703544.62787457,1156030.15991372
1703770.6771826,1155843.67432693
1703969.12065675,1155679.960644
1704000.97373383,1155634.95816324
1704059.3710401,1155552.61564304
1704102.16101271,1155426.56564129
1704131.36012651,1155340.44611897
1704152.70318751,1155163.99847673
1704173.19676769,1154995.10598769
1704170.8641677,1154677.07184947
1704177.66003687,1154614.15610844
1704208.77234832,1154328.71645235
1704164.81772472,1154134.79078263
1704133.07271441,1153995.14768665
1704143.58587277,1153819.78574562
1704155.37334756,1153623.70513902
1704178.30833403,1153515.89920558
1704179.68867918,1153509.53229906
1704403.61434824,1153335.36200641
1704800.81671042,1153311.30144813
1705111.27341958,1153322.85139051
1705200.14218432,1153326.08971163
1705676.55118979,1153321.34646058
1705857.2611565,1153374.22590586
1706081.50505368,1153229.40861273
1706200.74078186,1153154.19452648
1706368.60515049,1153048.33393656
1706826.43370156,1153020.71308537
1707203.25209429,1152830.57579852
1707268.02108609,1152634.28535239
1707301.67972561,1152532.30970861
1707768.21696767,1152278.83261694
1707894.77822506,1152259.73382878
1708190.05243541,1152215.06211881
1708493.29052419,1152099.49384224
1708665.61384939,1152033.88662254
1709078.31897297,1151897.92524978
1709170.05557691,1151793.25459047
1709284.62015358,1151662.68646735
1709341.0023919,1151358.06315948
1709332.82816326,1151232.89071012
1709325.60935679,1151123.04145601
1709391.33498807,1150822.30745514
1709534.88540494,1150695.62777378
1709732.16066092,1150559.88507543
1709767.30479935,1150551.57675494
1709950.13926039,1150508.30877721
1710036.35439319,1150437.95578433
1710076.06431965,1150405.47691768
1710085.62018383,1150397.70789143
1710108.12955434,1150379.25645892
1710266.12062071,1150174.34813592
1710303.49667387,1149946.88797965
1710363.27758641,1149537.39852608
1710466.9068944,1149328.28631555
1710498.76016554,1149263.97754282
1710513.62502414,1149234.08910952
1710543.77904989,1149212.94083264
1710761.97103717,1149059.40039353
1710995.24045209,1148854.50040484
1711213.64487671,1148692.43745414
1711251.12507234,1148664.59981695
1711253.35478076,1148662.11815676
1711461.67318482,1148436.93524353
1711763.85191382,1148085.73017686
1711807.70286734,1148034.80303091
1712199.06820978,1147753.84339452
1712210.21695885,1147721.04297942
1712234.00096067,1147650.6948206
1712296.6463198,1147465.65392823
1712475.02289143,1147276.94674791
1712668.68815294,1147144.02223067
1712673.25372651,1147140.89333166
1712699.16070249,1147123.09097961
1713147.75310941,1146987.04071984
1713357.87498014,1146910.97753397
1713531.04766059,1146850.12715333
1713566.61660821,1146831.24610713
1713817.0857059,1146698.21593018
1714040.37439023,1146517.17363538
1714313.56591759,1146295.78108234
1714438.21797511,1146083.88282121
1714466.03640555,1146036.73455023
1714569.56004039,1145777.36571395
1714689.64745742,1145476.35348217
1714859.63837803,1145069.61344393
1715004.46509146,1144725.88395419
1714996.61102688,1144437.82560955
1714920.91103789,1144134.77277169
1715026.13307565,1143914.79568748
1715251.65244585,1143634.0823564
1715635.37284534,1143383.47228955
1716041.81393764,1143216.14969562
1716415.97766443,1143053.46649137
1716451.33422603,1143038.03967267
1716583.73552157,1142980.53977645
1716719.00527045,1142752.91046946
1716739.39236163,1142612.66499797
1716779.42326232,1142337.46181947
1716786.21896103,1142290.53400775
1717019.27670439,1142017.38497164
1717213.47223609,1141944.24486633
1717275.69125259,1141920.83574954
1717403.10220864,1141872.83092441
1717520.21387422,1141852.33514233
1717621.50537795,1141834.64405763
1717848.29724125,1141713.39086241
1718133.16735831,1141561.06981029
1718516.88760566,1141325.57697291
1718805.04971899,1141117.8089748
1718990.85800772,1140983.93625324
1719314.27249811,1140563.00906318
1719562.08911691,1140240.35907637
1719809.90721919,1139770.14199518
1719982.447192,1139277.27733789
1720035.32610159,1138922.81518798
1720047.4309129,1138841.58926337
1720057.09352312,1138776.97541173
1720236.85471118,1138155.33007056
1720446.77008944,1137495.61909488
1720769.65623559,1136820.71251444
1721122.80039053,1136342.77492667
1721476.1557552,1135978.52923344
1721844.69336539,1135697.663363
1722280.97125895,1135378.72594583
1722305.71023735,1135367.6166735
1722754.94035691,1135165.81679324
1722927.90152007,1135021.61157625
1723138.23801509,1134718.20929414
1723206.191561,1134588.99692989
1723333.49828453,1134346.64409523
1723340.61468749,1134081.4262689
1723324.90180801,1133973.46281193
1723279.78035066,1133664.67399876
1723295.17675512,1133567.38964966
1723317.05026165,1133429.76833427
1723346.4618063,1133333.67114434
1723444.46490138,1133012.80975397
1723654.90688478,1132777.58650701
1723717.23199943,1132761.84078879
1723865.55940355,1132724.20207233
1723875.11518059,1132725.0649815
1723899.00462212,1132727.33010613
1723903.14554333,1132719.24128069
1723902.40223158,1132727.65369521
1724189.39406415,1132754.08024315
1724513.22819721,1132836.91368395
1724640.10858762,1132757.64390484
1724671.21817375,1132738.12307288
1724959.70119511,1132290.32886985
1725028.07920823,1132184.31289165
1725035.40542356,1132172.98872126
1725242.66300675,1131851.27589863
1725287.04500876,1131782.46876621
1725314.65091843,1131751.73215846
1725505.02551909,1131539.70419648
1725680.74685607,1131433.9071877
1725858.48553745,1131326.92418539
1725958.29163387,1131204.19503801
1726098.97575989,1131031.10234812
1726180.30934062,1130707.13360533
1726203.66885365,1130614.17107065
1726225.3345168,1130023.18383048
1726292.44158962,1129598.82261123
1726480.26813165,1129371.17013617
1726728.61276724,1129332.88888333
1726977.27419687,1129468.87977941
1727256.19448642,1129718.42961987
1727465.67660643,1129913.62744662
1727572.80659049,1130013.49149104
1727739.71337141,1130108.61128432
1727957.05318077,1130232.52621748
1728303.39703737,1130262.29471089
1728480.28562201,1130225.19808587
1728739.885016,1130170.73944503
1729176.16185119,1129957.8604244
1729424.19015103,1129699.79467733
1729822.35265079,1129221.84344301
1730122.83272553,1128850.11982059
1730319.36551707,1128636.05987189
1730506.02389005,1128432.67712518
1730786.54102524,1128258.73630788
1730934.65662124,1128166.85965742
1731431.1349104,1127953.8851081
1731545.70003428,1127765.71043767
1731611.21132387,1127658.0900598
1731738.4139623,1127203.239607
1731949.28278094,1126751.84635061
1731993.45268339,1126657.38444603
1732211.43273689,1126460.05169495
1732309.11426781,1126443.76989395
1732625.30513604,1126391.15061782
1733122.09977798,1126397.84123246
1733408.24166916,1126480.65980395
1733702.02759055,1126624.08101329
1733774.54544759,1126618.36656548
1733995.4966351,1126600.89976099
1734356.70641475,1126494.14844578
1734657.50291279,1126334.55880526
1735183.60587066,1125947.23129056
1735236.26938713,1125895.04141167
1735559.36430275,1125575.32612051
1735630.07937416,1125347.37408129
1735641.65286286,1125309.95730222
1735655.99065707,1124893.30619753
1735737.00471664,1124667.83855454
1735775.75980577,1124559.79572869
1735832.45845726,1124459.94826058
1735884.69766399,1124367.97237853
1736008.3941584,1124150.27188731
1736203.86435275,1124021.09829203
1736334.03551818,1124009.02310398
1736369.39196098,1124005.68085838
1737039.56956204,1124163.5448151
1737506.42170921,1124276.33589099
1737762.30451789,1124268.25145574
1738281.29170698,1124085.49110933
1738852.62516663,1123720.72326715
1739028.24061055,1123586.69888123
1739559.01546288,1123181.50182912
1740167.93531536,1122786.44532175
1740287.8080322,1122717.22474599
1741062.4682143,1122269.66619862
1742025.9092119,1121726.80282328
1742505.93089592,1121456.29058629
1742889.22688559,1121175.21327146
1743099.03306735,1120811.33332442
1743511.10196823,1120593.87245886
1744129.36405346,1120321.75272116
1744406.90888417,1120086.50406483
1744519.66877485,1119922.84354209
1744755.59389578,1119580.21537553
1744898.40327488,1119227.88642687
1744948.41218393,1119198.2387141
1745982.24817292,1118584.69812961
1746188.12424389,1118385.68377196
1745945.51527691,1118196.58444629
1745256.43847672,1118030.87604279
1742446.40669292,1117355.11262263
1742078.2988419,1117121.17023249
1735661.92168705,1115599.13968123
1728344.96802197,1113793.87472644
1728179.22949149,1113665.38073759
1725710.55008192,1113192.13745171
1721216.57811091,1112423.52947929
1716713.79380157,1111652.78161751
1715437.46168716,1111434.28021915
1713861.91657054,1112314.58678245
1712405.0761857,1113128.62221925
1712376.19632357,1113144.79100773
1712348.59057342,1113160.20525856
1711578.70867073,1113590.29779093
1710515.88729061,1114184.02773728
1709952.83616496,1114498.57481161
1709624.43487471,1114584.80988673
1709619.55079464,1114586.10341479
1707952.27455432,1115023.42612882
1707874.66015407,1115043.7994358
1703318.55691387,1116238.51404155
1698867.56806251,1117369.01575771
1697673.41070379,1117672.26387519
1697078.08392641,1117823.40375139
1696477.87501127,1117780.70594597
1696439.54573134,1117778.01037469
1696420.54035496,1117776.60868702
1696199.16487595,1117760.86658005
1695210.24867473,1117646.14976924
1695207.06341705,1117645.82631608
1693338.06066542,1117428.79259521
1692728.71361367,1118097.29991989
1689463.82739503,1117485.24412356
1689194.88485149,1117521.57223418
1686397.15492019,1118452.78963018
1685957.69539265,1118425.94066197
1685051.59739235,1118177.86313612
1683553.8919506,1117767.85427898
1683502.2908864,1117752.11388473
1682901.44639472,1117569.15923797
1682853.98615665,1117554.7126516
1681984.30649699,1117289.93144985
1681804.87321651,1116983.11513483
1681652.30275114,1116631.02392856
1681652.30291892,1116614.20650292
1681652.19972772,1116315.05165665
1681646.46689211,1116251.55562186
1681607.18632957,1115818.62122916
1681566.62845391,1115707.47748001
1681445.69803139,1115376.31206041
1681285.48240995,1115077.16565546
1681276.77619348,1115060.88784886
1681257.24029332,1115024.34366026
1681151.06537795,1114980.79168456
1680497.98348033,1114712.47385254
1679434.42937196,1114275.66651774
1679412.1326403,1114266.50353694
1678361.10718403,1113834.76802076
1676315.64753156,1112994.59609562
1673464.39217544,1115269.72478255
1672579.84531483,1115278.77103317
1669904.22647919,1115306.01735943
1669899.34240716,1115306.66411079
1669895.62626601,1115307.09527371
1669500.65347684,1115360.12898172
1665133.11374284,1117084.06741242
1664916.94107463,1117052.90948287
1664630.9051377,1117011.72499052
1664546.49605336,1116981.21529198
1664281.16485607,1116885.37403449
1664020.82377467,1116802.03839978
1660379.44629998,1115637.19199756
1658040.09280616,1114888.82055258
1657966.93823859,1114865.64304983
1651494.72351505,1112810.01841446
1650302.05995772,1112431.22421983
1650297.6006095,1112429.71509035
1647638.12974893,1111584.93399883
1647612.3292295,1111576.74175409
1647424.50569595,1111517.02465904
1644841.67894066,1112120.0830411
1642844.30436768,1112577.20633874
1640293.96753609,1113160.98717131
1640258.82342839,1113168.96355787
1636931.17543386,1113930.2854848
1636918.96524536,1113933.08805833
1635092.63960047,1114350.78160814
1633382.47041418,1114703.90978875
1633374.71960181,1114705.41888622
1631832.52011563,1115023.84078153
1631823.17666945,1115025.78107281
1628733.4689791,1115663.27985476
1626607.51654374,1116101.90349384
1622178.2986726,1117014.84800172
1620687.27591906,1117322.1862586
1620153.2130205,1117438.50360936
1618467.78272595,1117805.56863921
1618388.7881349,1117822.81701428
1618374.56061428,1117825.94328408
1617725.0849299,1117967.38025762
1617063.08053715,1118111.51285063
1615327.85404532,1118481.17147474
1613654.10320025,1118837.68155713
1613154.12276439,1118937.5089848
1612532.78373287,1119061.59291409
1611519.12721063,1119168.3155542
1611115.4477765,1119266.95894318
1610693.71845288,1119374.6586169
1610050.1885885,1119519.33595341
1609975.97189672,1119535.93830318
1609473.76291666,1119526.12215984
1609141.9650767,1119534.63590363
1604828.27621172,1119500.09115157
1601994.56555258,1119377.58705277
1600440.79691741,1119347.59917036
1600431.13496878,1119347.49125796
1597322.32366605,1119287.29990868
1591537.89547625,1119257.37580254
1587852.12772204,1119231.13912406
1587358.94393253,1119202.99516581
1586148.22730244,1119218.29175633
1585163.13299984,1119243.94061831
1585148.05610891,1119244.37170719
1584874.76092465,1119251.48441818
1584292.17861123,1119123.72177395
1583969.40612048,1119095.90310829
1583556.80880857,1119121.98910811
1583153.02348467,1119202.30435297
1582641.89582223,1119201.00527093
1582112.39825823,1119353.22985436
1581780.28048795,1119505.88838124
1581251.20949334,1119477.52820272
1581251.4219207,1119470.08915785
1581270.32625837,1118972.10787603
1581082.82430785,1118628.622301
1580144.05255371,1115736.1894877
1579587.49953909,1114021.42805817
1579416.66867559,1113524.16530008
1578797.79165645,1111722.73534242
1578681.21471806,1111383.30627845
1578501.35922006,1110859.77889847
1577896.28555995,1108999.19897535
1577379.65096251,1107617.13526087
1576443.09862291,1105710.69597926
1576220.24193669,1105206.53922147
1576155.6888801,1105060.50962977
1575842.26608858,1104421.32675723
1575570.9939891,1103868.1530797
1575255.34156156,1103224.35678425
1575248.54648785,1103210.45504552
1573912.67737124,1100485.38333802
1573125.93517071,1098880.80061588
1572905.83522334,1098750.84924892
1572589.01021661,1098563.68128544
1572255.30435216,1098277.70665047
1571548.28960759,1097671.8226306
1571529.39057973,1097655.66011073
1570255.08649562,1096563.62872119
1567425.43407137,1094227.53088399
1567384.87553955,1094187.45159829
1566338.95384186,1093152.08490618
1565730.99970766,1092636.13514536
1565239.30644173,1092219.8467356
1563460.46253793,1090654.39004474
1562048.13178215,1089459.68313504
1561011.5532279,1088455.57844431
1560438.11259863,1087292.72693423
1560411.99402916,1087239.72890491
1559879.43002048,1086159.5332406
1558660.03254261,1083686.66058777
1557203.23168036,1080773.44907415
1557172.86617866,1080712.70569535
1556112.94027602,1078593.21028773
1556134.07121241,1078386.86861148
1556140.65471913,1078322.68322424
1556711.77586685,1077856.70155998
1556716.44761404,1077852.93237686
1558331.49200431,1076534.92551891
1558968.54706752,1076158.13150943
1560680.20057574,1075874.50098116
1561971.40268102,1075346.20668015
1562966.15999224,1075177.79741429
1563199.64163233,1074944.01689703
1563278.01066566,1073767.80247047
1563283.74498223,1073681.98104585
1563867.71486941,1073061.42904599
1564204.50754188,1072571.49708871
1564223.83171148,1072543.39348964
1564739.95692076,1071792.67969239
1566123.75554188,1070083.49525627
1566357.34379285,1069804.73989352
1566868.68686405,1069481.52212983
1567417.19608199,1068671.6519603
1568348.99150689,1068502.84065825
1569192.24072616,1067937.17615196
1570028.38464941,1066516.47124053
1570055.77831631,1066469.96223615
1570147.30909443,1065685.98881693
1570437.39330243,1064316.60488639
1571154.93006372,1063849.71823178
1571890.51696862,1063346.7741019
1573118.6513534,1062782.0502658
1573790.74237919,1062594.42344632
1574299.63906681,1062714.02727402
1574605.10449051,1062785.83280984
1575125.15348719,1062507.67133275
1575305.01410779,1062529.6335738
1575501.11951858,1062553.64132696
1576238.51946007,1061230.44520073
1577582.17627829,1060281.68105336
1577810.13607161,1060120.75728578
1578481.38339511,1059352.09572472
1578787.60006355,1058604.7581848
1579138.72972799,1057767.34399306
1579668.12416426,1057281.91358312
1579893.86104816,1056426.22917763
1580020.21378452,1055993.98129689
1580504.26910869,1055742.77576503
1581676.12116627,1056150.92418027
1582107.7314587,1055331.8606431
1582753.70752109,1054720.42961237
1584699.59542765,1053237.79868085
1584586.32034736,1051804.70886621
1585143.43095093,1050859.71820665
1585961.41335384,1049991.58969728
1586654.53715816,1048762.76480132
1586750.62739021,1048592.41756975
1587827.36259635,1047333.18746093
1588224.35652092,1046843.47366205
1588239.75211356,1046824.42756621
1588643.96603808,1046325.78901312
1589172.7214786,1046038.59876591
1589727.37995174,1046138.78337151
1590512.6491604,1046434.81075807
1590519.12586026,1046433.73477307
1590539.5107481,1046512.50177463
1590649.72024454,1046554.14601766
1591337.20242066,1046813.26676377
1592256.14489717,1047251.87964801
1592759.09469971,1047491.95664141
1592988.54160845,1047261.89424538
1593198.55826046,1047051.30978342
1594062.73430051,1045411.96725305
1594064.64548894,1045408.4164053
1594546.15897298,1044494.99828438
1594860.76303176,1043783.77505901
1595310.10622446,1042784.53360635
1595965.96334804,1041461.468649
1596782.56839319,1040282.72488994
1599693.16077186,1039188.92103339
1600418.65946887,1038847.88501163
1600652.99757492,1037866.40985141
1600905.4928368,1036758.76956126
1600942.55501181,1036020.14350705
1600550.7791353,1034884.47202881
1600140.41882764,1034145.12361793
1599371.82086635,1033657.28337218
1599068.48340961,1033107.27895572
1597827.20139028,1031763.00636613
1597909.28353989,1030844.41393056
1597677.29379439,1030510.75464369
1597149.49745378,1030428.68027605
1596873.12816324,1029914.75332594
1596892.24617088,1029230.356029
1597224.04752785,1028834.65525498
1597635.68926299,1028799.38052949
1597957.82552929,1028736.89313023
1598110.40172498,1028484.99764482
1597923.53865636,1027917.31933938
1598309.70554955,1027116.37293643
1598632.80230935,1026531.61838388
1599116.21986354,1026352.33631603
1599652.82884103,1026425.36812084
1600584.73696022,1025571.43552616
1601438.4961577,1025137.16655333
1601763.82283896,1024525.76968147
1602331.75726331,1024200.3441809
1603043.14323222,1022936.8308324
1604584.81728913,1021919.4121508
1605537.85046432,1021472.17163401
1606374.62654156,1020511.66910616
1607765.95154738,1020020.46724119
1608450.57412793,1019528.18936733
1609009.37637117,1019322.48652089
1609139.01639358,1019317.6488309
1609602.04681,1019300.44817926
1610062.10579217,1019125.28432118
1610172.20991539,1019083.34833497
1610445.93349757,1018676.02639492
1610503.48127881,1018590.43339606
1610550.73961214,1017477.62682732
1611944.09676449,1015391.67993395
1612269.84763056,1014830.42761584
1612469.67263867,1014486.15370818
1612573.72806227,1014088.76816831
1612652.93759544,1013786.53843605
1612973.91809821,1012410.45903461
1613316.01784454,1012075.66810236
1613430.3696219,1011963.74920656
1615882.1801187,1010705.25819952
1617433.19748035,1009697.82308233
1618254.25523996,1009205.67204098
1619497.25619706,1008415.74803711
1620626.11760145,1007751.82889892
1623339.86577043,1006137.76329865
1623504.86397974,1005934.59708924
1623814.04981293,1005553.85128785
1626152.04607149,1003685.54703994
1626925.4322976,1003067.59901937
1630172.18749376,1000662.32542824
1636385.60565088,996059.722366319
1639170.81385366,993998.417384716
1639275.50336599,993920.936419969
1643601.96204127,990718.23034648
1645967.88131615,988966.861931875
1647266.83828774,987996.275157569
1651164.66478109,985084.113587886
1651431.37746441,985040.817079579
1651643.940678,985006.330315651
1651755.31828583,985035.555364604
1651913.83760692,985077.244069668
1652053.8827988,985077.352770565
1652218.87918148,985077.461695727
1652594.4208287,985113.028223144
1652817.38912466,985089.500526477
1653134.32443027,984853.347565408
1653150.5672663,985076.717981758
1653161.92663688,985232.723428164
1653180.92887822,985585.779175819
1653231.99893429,985614.359432532
1653375.54719979,985694.728078775
1653603.29204521,985822.15782973
1654002.40618307,985680.551230565
1654237.16172058,985456.212845061
1654342.80727793,985326.316043022
1654460.13022978,985409.047628729
1654600.91770921,985515.416961942
1654629.69085397,985555.60078362
1654753.38352587,985728.155284183
1654873.6789559,985859.344695213
1655034.9576472,986035.339001756
1655240.61820464,986143.966850628
1655281.38932231,986165.456073769
1655598.21657432,986141.928625551
1655695.36772377,986055.651856043
1655797.72150305,985964.755228858
1655844.76019229,985622.226253283
1655950.40512286,985563.133645647
1655964.73863835,985579.787404744
1656102.97743196,985740.415939679
1656174.53882648,985824.544703461
1656314.05169308,985988.61239893
1656535.32219906,985851.623699059
1656619.30730964,985799.621832079
1656783.66853349,985587.100873418
1657030.10251889,985457.204923554
1657335.25070329,985410.040441103
1657478.16346436,985316.566975707
1657570.00561757,985256.507698981
1657792.97413287,985209.342705083
1657834.17034319,985186.780294025
1658051.19368074,985067.629473492
1658450.20196981,984890.569876177
1658592.26760547,984539.992577044
1658629.85646274,984222.938339457
1658814.28883421,983555.854732311
1658953.16751877,983396.204041285
1658978.64984652,983366.873933354
1658992.02802458,983356.452656649
1659084.29498659,983284.148401534
1659177.62403857,983173.704273059
1659153.31243143,982887.064209493
1659373.41418884,982842.802630897
1659558.58512139,982703.030623087
1659584.59824001,982683.370185713
1659615.3900578,982571.852737048
1659628.66239167,982523.936853941
1659619.95758366,982346.669534414
1659655.73886165,982323.24914793
1659740.36105175,982268.028658011
1659875.20515912,982098.713811422
1660068.87028733,981939.284050087
1660293.85738261,981750.633409599
1660385.69968451,981673.604890409
1660676.19667348,981514.177615735
1660949.06950196,981248.500764693
1661151.54834988,980956.182104445
1661135.51652163,980883.558744179
1661116.2995597,980796.754656186
1660957.99415963,980575.232184523
1660886.85732176,980506.691324117
1660755.62578212,980380.245549196
1660633.73766964,980253.585382145
1660482.86397014,980096.737870623
1659998.91951736,979813.122803136
1659726.15669285,979644.781111171
1659691.01470144,979414.456834132
1659858.24217805,979255.037070411
1660087.05077433,979157.603372562
1660152.98654978,979052.648628641
1660192.69666306,978989.375117486
1660312.78224006,978838.228309446
1660333.59282553,978812.12411908
