"web_x","web_y"
1650599.79281096,1417363.9316666
1650647.57316831,1417254.03919481
1650702.04277219,1417129.02341236
1650848.25237573,1416659.3206221
1650961.33242228,1416409.40354301
1650994.35391963,1416336.3981303
1651143.42837879,1416013.15284804
1651242.92190988,1415455.55837902
1651345.38891833,1414853.58583474
1651283.38808078,1414414.81449129
1651243.68206024,1414134.12613673
1651280.84557433,1413969.19657128
1651346.14718134,1413679.04899227
1651550.75551134,1413033.16351569
1651709.81444334,1412397.51765944
1651782.33523541,1412165.25979647
1651848.90995776,1411952.14987044
1652057.44420444,1411506.89853689
1652283.28459926,1411096.57317105
1652587.37784988,1410563.98564811
1652908.88654111,1409821.90240509
1653013.26256344,1409385.2753539
1653048.2001819,1408922.43939461
1653155.0174825,1408544.8891464
1653172.43103853,1408483.32422506
1653158.21306551,1407734.65433935
1653143.03452162,1407377.78373173
1653129.44811805,1407059.42095751
1653115.22168238,1406975.12650589
1653013.19479397,1406369.51877187
1652955.01457592,1406061.28132952
1652911.16760252,1405787.52491601
1652897.05156173,1405371.29456336
1652955.55888946,1405004.44774005
1652853.74242952,1404549.40082677
1652854.06636325,1404123.72639597
1653000.06261732,1403727.53248474
1653181.20068283,1403509.04756922
1653218.99971604,1403463.48023778
1653293.85487739,1403346.89751084
1653363.71969376,1403238.14538343
1653419.88779748,1403135.80987505
1653502.7065493,1402985.08043357
1653607.08264982,1402539.85489888
1653676.63043249,1402313.32989783
1653715.38606855,1402186.96385042
1653744.80261846,1401717.28127596
1653745.12765378,1401203.67266844
1653730.7995483,1400763.36597632
1653628.9830694,1400308.38455708
1653192.28653635,1400069.47370906
1653118.813646,1400029.23857317
1652696.13333816,1399706.16544095
1652448.42772828,1399573.93496489
1652273.55939336,1399368.41613832
1652157.08791776,1399133.54030025
1652113.56007687,1398810.69930452
1652082.66777182,1398435.66909446
1652172.28418677,1398091.74305439
1652289.18890304,1397651.5931782
1652449.73116283,1397255.48634549
1652741.61354083,1396771.42460391
1653295.74737738,1396434.26497786
1653951.697341,1396581.27366965
1654345.07175716,1397021.74034225
1654344.96369478,1397171.13563332
1654344.74507453,1397667.38567237
1654490.30621564,1398092.96881151
1654796.40757825,1398283.91001052
1655092.42429725,1398314.90316744
1655155.28007198,1398321.42805354
1655219.19759834,1398328.17042416
1655510.8628131,1398225.63748555
1655729.58606221,1398078.95800747
1655933.87130487,1397785.59825001
1656050.67002689,1397330.77421629
1656007.47236653,1396083.43722521
1655870.29976404,1395603.08579309
1655908.8445312,1395358.4566912
1655905.98197357,1395026.95959795
1655978.928195,1394733.51969019
1656139.57809447,1394220.14316417
1656445.90013293,1393750.69939241
1656650.07936959,1393442.70573844
1656898.1114588,1392944.02918914
1657204.43312147,1392503.95819931
1657539.8468496,1392064.00281533
1657875.3678576,1391535.99887987
1658108.63860408,1391271.94691099
1658283.72521045,1391008.00525625
1658414.96136306,1390743.95668133
1658546.19788329,1390450.55986368
1658706.73918936,1390127.92474904
1658837.97607575,1389805.18405975
1659086.00924851,1389218.52036514
1659212.04312104,1388928.83434106
1659348.59047473,1388470.45057567
1659334.15576228,1388059.68124327
1659275.97603438,1387707.61270303
1659144.96142786,1387238.15755023
1659028.4917522,1386856.75094106
1658824.64116333,1386357.96172454
1658664.5322828,1386064.49575925
1658562.60753763,1385771.14211001
1658431.48454949,1385477.68229026
1658387.95684139,1385140.31711352
1658394.96815552,1384841.53966862
1658388.17781048,1384450.92697839
1658519.5210337,1384113.68430876
1658723.59424302,1383791.11837158
1659181.95725771,1383496.81603986
1659364.5817091,1383279.89294325
1659452.49627194,1383175.34439666
1659438.06318637,1382632.60478033
1659205.12051097,1382133.88580745
1659097.88480009,1382015.64574306
1658899.23330232,1381796.44642208
1658680.30294801,1381525.08522999
1658552.89440165,1381367.07308057
1658520.51139539,1381326.97246791
1658243.8211509,1381092.23715295
1657981.57058268,1380872.17443296
1657821.3540541,1380696.12604911
1657584.5858052,1380458.78812444
1657530.22888826,1380065.40675567
1657661.46701751,1379640.08494888
1657851.10235855,1379156.3082625
1658390.59066257,1378276.57870029
1658667.50001089,1377968.74575872
1658842.3745898,1377675.47503621
1658953.96899554,1377351.34745677
1659017.57388985,1376883.68726672
1659017.79352733,1376297.16550478
1658886.88778217,1375607.97740342
1658741.21727977,1375431.96012675
1658603.19223367,1375189.44991294
1658289.87263664,1374859.91138219
1658057.03756733,1374243.98290264
1657955.22097156,1373789.40645761
1657897.14901361,1373305.50367585
1657926.45815564,1372924.38505267
1658217.91605893,1372411.27632589
1658494.93446315,1371868.95244234
1658630.09943531,1371573.78527923
1658713.66418985,1371194.53607088
1658699.23031738,1370710.78418657
1658539.23102348,1370138.93750246
1658238.44038997,1369787.40238384
1658207.96848347,1369751.77111759
1658175.26692397,1369713.6413629
1658015.15746524,1369464.3332897
1657782.21257152,1369141.70205068
1657694.93909002,1368921.83770845
1657607.66597203,1368672.53709327
1657511.7923907,1368443.7687321
1657607.03658188,1368052.28446444
1657762.80033247,1367695.67408229
1658013.59065567,1367373.93677968
1658402.61934143,1367217.41757036
1658679.20760869,1367113.14450996
1658999.11577119,1366982.80336681
1659093.39995572,1366949.78386507
1659102.31873027,1366946.63397932
1659197.87702533,1366913.18005105
1659509.07944798,1366730.59348629
1659582.98111963,1366440.58090823
1659604.32341516,1366356.61898401
1659594.76784649,1366338.80544155
1659516.62453047,1366193.03892224
1659508.66155569,1366178.26679505
1659431.5799671,1366034.67340946
1659402.7006639,1366001.21893636
1659198.31588436,1365764.86630691
1658965.05190897,1365486.37238451
1658640.68724158,1365384.70455034
1658576.13283292,1365364.5013664
1658414.21575898,1365328.22199052
1658298.48486731,1365302.26162714
1658265.0397013,1365294.76679794
1657876.11934314,1365277.1663753
1657598.57769955,1365203.19646806
1657593.26893109,1365202.97917311
1657582.33291743,1365198.52584982
1657532.43065355,1365183.53645673
1657271.13393223,1365102.941529
1657104.01535048,1364978.57671417
1657072.37536518,1364955.00719598
1656839.21714109,1364711.38534598
1656744.1926054,1364511.21188512
1656651.61010422,1364311.03977911
1656614.77194795,1363928.29616302
1656787.73577915,1363597.80067393
1657029.9263033,1363241.35250252
1657332.5285012,1363058.78798629
1657678.23759972,1362902.29055057
1657963.53341791,1362702.35099836
1658464.79025856,1362485.03871754
1658862.42010124,1362250.3501
1659147.71720219,1361946.04752671
1659519.4415249,1361606.88800344
1659796.13873498,1361276.52770705
1660012.31563413,1360972.12544084
1660219.78539985,1360728.64969448
1660479.17761451,1360267.76530698
1660833.5960851,1359867.70234777
1661162.10785594,1359459.06542823
1661559.63301197,1359102.55920004
1661837.07281271,1358823.58987377
1662035.09241938,1358624.32763451
1662078.09393163,1358586.32142603
1662389.4036437,1358311.26648252
1662786.92826385,1357998.31767649
1663089.42470919,1357780.92797879
1663435.13433988,1357580.9142894
1663887.12557162,1357380.90323005
1664178.36965319,1356980.9860492
1664480.86928477,1356502.78568351
1664947.51399927,1356198.43430623
1665422.75690558,1356059.34683001
1665828.87992852,1355894.19967719
1666468.27185229,1355607.22930399
1667392.85161247,1355268.14729053
1668144.46863484,1355172.60739007
1668498.76914915,1355737.87640569
1668490.05215543,1356607.50963981
1668420.92005919,1357581.62753056
1668490.03729088,1357825.0815054
1668565.95041828,1358013.80881809
1668619.56738432,1358146.93937725
1668818.32417783,1358442.63128483
1668883.19686717,1358483.46199883
1669094.80287437,1358616.59657081
1669423.20135766,1358790.56349571
1669435.83613847,1358798.38223099
1669647.86687118,1358929.67212708
1669814.56211737,1358944.55127826
1669941.65397146,1358955.84641193
1670088.70710017,1358943.14297607
1670244.14809751,1358929.67950623
1670477.41658512,1358842.70043856
1670771.20538796,1358729.66048237
1670799.55433328,1358721.08213386
1671142.82078362,1358616.62190824
1671566.14404171,1358468.72691453
1671623.69144345,1358442.77457642
1671972.26730585,1358285.97515742
1672404.29843638,1358016.35381553
1672678.12735146,1357813.84013964
1672796.19549916,1357726.53707281
1672827.72988789,1357703.19114539
1673069.59964873,1357529.23748871
1673302.86962288,1357320.53714369
1673419.55889927,1357117.59181549
1673507.47529002,1356860.68095493
1673579.3586166,1356650.78878112
1673553.34966017,1356320.3699839
1673536.04687811,1356007.21932284
1673449.62547382,1355563.77493604
1673428.71131225,1355366.70289474
1673426.48189245,1355344.98704625
1673406.31087265,1355154.97402412
1673380.93915078,1354809.262082
1673397.61316366,1354441.83940271
1673511.01278908,1354091.3599764
1673518.55153002,1354067.9079647
1673717.20819774,1353867.91680748
1674002.29272645,1353580.8525289
1674193.51603644,1353469.45941076
1674330.5894926,1353389.55192594
1674736.60625474,1353232.9963521
1675056.30165091,1353137.24033226
1675237.65151091,1352954.62634255
1675263.66499206,1352913.47844981
1675419.00263857,1352667.56937448
1675488.76181669,1352509.60196868
1675500.97232772,1352481.91704342
1675545.6734138,1352380.73157014
1675591.75481996,1352276.28940472
1675764.50562989,1351997.9240789
1675911.34952622,1351728.35483203
1675954.45991661,1351467.47190984
1675962.84888573,1351375.95162954
1675973.99878987,1351253.59932165
1676014.77378398,1350954.39750494
1675954.25779026,1350624.03998672
1675764.10749028,1349806.68324473
1675703.48479245,1349519.7614367
1675634.36911076,1349145.99647415
1675383.79877177,1348841.70957838
1674986.48872215,1348972.18922895
1674390.41794726,1349128.82921279
1674165.85806665,1349033.18792476
1674010.31190169,1348963.60130123
1673897.97924153,1348885.43943326
1673845.42331398,1348810.20950552
1673733.83486796,1348650.63148203
1673781.19191793,1348418.75889616
1673794.25226745,1348355.0376651
1674217.47132676,1348041.97409412
1674554.26568789,1347555.01285564
1674986.08768799,1347015.95672796
1675305.57702503,1346398.53746271
1675607.86331213,1345998.54702348
1676030.97734436,1345589.87972117
1676506.00769969,1345468.09892704
1677007.0497802,1345450.52092975
1677628.91908619,1345467.78701992
1678034.82703725,1345528.57667663
1678449.44273989,1345476.26347834
1678715.093679,1345476.15817967
1678933.17802251,1345476.16084371
1679051.77636713,1345444.35890975
1679090.31817445,1345434.04771063
1679101.36063702,1345416.02956749
1679261.26399793,1345154.33350647
1679356.18787655,1344902.19057717
1679323.59432949,1344710.39707479
1679274.22624964,1344420.15836558
1679243.75605234,1344241.50119674
1679151.70581142,1343920.98413618
1679114.01511525,1343789.5438037
1679036.19239467,1343467.94626439
1678784.66619671,1343185.09727451
1678595.57030876,1342972.47382757
1678457.33121642,1342862.63474246
1678060.02654817,1342546.68676135
1677818.16079453,1342390.28719241
1677515.87902306,1342416.43999939
1677278.78654505,1342643.81502277
1677059.10755514,1342811.60638366
1676773.28134812,1342972.99427677
1676350.06523759,1343042.6687732
1676151.41100527,1343042.66634893
1675857.73091328,1342947.15174437
1675589.95909456,1342729.86201128
1675443.12109178,1342512.57529056
1675218.45786084,1342182.19820806
1674959.29096344,1341573.76854055
1674864.26698796,1341321.76121208
1674821.05662293,1341069.64805108
1674854.18596915,1340852.59230989
1675028.42195892,1340677.21418611
1675248.1017659,1340440.84580787
1675460.13712549,1340189.17707156
1675611.54631415,1339937.50965253
1675808.50448489,1339708.85185082
1676013.00212,1339396.19926216
1676278.02158054,1338931.07830946
1676467.33685885,1338557.44534445
1676608.12850787,1338305.1400043
1676609.61534948,1338273.01849848
1676625.33341314,1337931.40401207
1676556.11245475,1337479.54001282
1676340.05348278,1336810.3276204
1676098.19096137,1336384.52079988
1675965.15533877,1336201.89408916
1675908.24624572,1336123.76534504
1675839.44513011,1336076.88777271
1675640.47400242,1335941.35556179
1675320.99245237,1335915.30919637
1675001.51131957,1335854.53960086
1674906.48458017,1335832.18537429
1674814.8554441,1335810.6992847
1674742.44400708,1335793.66234849
1674457.47103593,1335637.29653693
1674258.92475866,1335489.61327087
1674034.36675356,1335237.54558688
1673913.43565098,1335011.6314271
1673861.62423033,1334829.12232715
1673852.92086557,1334577.06265043
1673896.03214763,1334238.20199439
1673989.57930055,1333686.78855013
1674140.99284778,1333069.30886299
1674262.14384072,1332665.36624704
1674406.01610044,1332284.21365757
1674617.9464417,1331933.55404043
1674784.5392371,1331636.27748754
1674905.68876671,1331354.30093109
1674958.67376441,1331064.6230889
1675035.22996471,1330753.24978723
1674922.89958149,1330483.86342277
1674862.48835774,1330266.66392031
1674776.06353303,1330101.54075082
1674776.06705885,1329806.12405723
1674829.68918356,1329509.84292117
1675011.36097181,1329037.27555636
1675238.36939098,1328587.60618224
1675450.40516621,1328297.95608584
1675738.1438375,1328023.49717362
1675980.33279608,1327787.22572323
1676305.9753671,1327573.73809875
1676527.99026326,1327398.86972264
1676769.75232802,1327346.69356221
1676994.2056269,1327476.98140054
1677100.48589675,1327588.82655761
1677184.15108506,1327676.80591252
1677348.19036068,1327824.45151954
1677555.44200052,1328058.99295296
1677874.91930855,1328441.18407186
1678168.59702197,1328736.59132691
1678263.61989036,1329084.07241702
1678324.03143126,1329275.22674338
1678393.15059936,1329362.12582803
1678505.37813011,1329353.44819518
1678565.79422735,1329162.18635819
1678661.35469969,1328944.99798278
1678797.57968088,1328784.87485265
1679066.3123363,1328562.59242903
1679402.99586331,1328458.12603016
1679825.89528508,1328232.15936448
1680050.24551917,1328101.65680059
1680137.62911301,1327999.46707885
1680273.85540927,1327728.69733669
1680292.118014,1327692.46470601
1680300.50607028,1327675.86713805
1680239.98938212,1327397.82965089
1680226.18762114,1327309.96040608
1680213.97836514,1327232.72245924
1680248.48734233,1327067.61687328
1680331.83650455,1326945.57885309
1680438.33231364,1326789.58784032
1680386.41727765,1326389.9554487
1680322.07861615,1326082.85785614
1680317.1948209,1326059.75243705
1680317.09235973,1325747.01818963
1680368.70022073,1325190.87378783
1680333.9868354,1324687.02128292
1680368.39159132,1324356.83758043
1680480.51644915,1324052.7992899
1680627.14687963,1323870.24853045
1681006.93902146,1323647.89406723
1681271.84987709,1323381.06851188
1681468.59673804,1323060.98786972
1681650.15997085,1322786.57382294
1681846.90637903,1322504.56992893
1682021.03579723,1322359.66517941
1682249.20897195,1322175.60683167
1682508.17135877,1322132.00811755
1682680.06960674,1322112.70391955
1682741.12055932,1322105.87154022
1682931.06932871,1322027.56430145
1683042.87335945,1321917.36865052
1683058.26926246,1321877.99736672
1683126.11742091,1321703.91831587
1683301.84225199,1321323.76808016
1683279.43974037,1321281.14331591
1683068.58007066,1320880.82043842
1683004.87646963,1320740.69249617
1682930.44943094,1320576.81301553
1682671.91383777,1320443.51685095
1682593.76919806,1320403.27865644
1682456.16680184,1320322.15191133
1682343.40928294,1320255.66718261
1682238.82725931,1320190.26724737
1681954.91626503,1320012.61438538
1681618.23634443,1319812.94571122
1681160.83362956,1319726.28552733
1680859.50760905,1319739.83864874
1680772.44371335,1319743.74194534
1680427.26709423,1319769.8752049
1680073.38583614,1319648.40277569
1679728.10550803,1319466.08878598
1679571.92258593,1319370.64851031
1679287.90537704,1319197.01303065
1679133.31525625,1319087.2579833
1678994.4389677,1318988.56553428
1678801.6266893,1318794.65300573
1678787.29317754,1318780.22891164
1678631.85605175,1318467.56576469
1678620.4954685,1318451.73201511
1678519.63047674,1318311.18072582
1678545.43346456,1318111.41880965
1678581.10982106,1317991.69265087
1678597.14294788,1317937.68589141
1678711.07227905,1317675.02826954
1678923.00103372,1317454.0172299
1679104.66835351,1317354.89998377
1679377.11664876,1317172.06452392
1679634.48767551,1317019.59437324
1679899.29107158,1316859.53398098
1680156.66236836,1316684.18381335
1680338.22441069,1316508.94216335
1680481.98845166,1316295.52946392
1680693.81461976,1315769.80999491
1680920.71787516,1315228.80972563
1680935.05183844,1315204.95349591
1681117.35861899,1314901.22190001
1681148.15041642,1314822.71390942
1681227.9967355,1314618.85429726
1681246.04831256,1314469.7552043
1681271.10814882,1314262.7526198
1681172.47136326,1314247.13682422
1680943.13287561,1314210.70000774
1680807.6526223,1314245.72282285
1680606.6619322,1314297.76918755
1680357.36079274,1314403.49052596
1680278.79058736,1314436.77926624
1680169.00475515,1314474.51352955
1679899.21191269,1314567.22290246
1679728.58719801,1314635.96932751
1679554.03397495,1314706.23396584
1679303.56516119,1314790.37775109
1679036.42674001,1314880.16028694
1678397.88621324,1315010.60267076
1678156.2318732,1314932.52490537
1678026.80536454,1314819.64043911
1677914.57978669,1314663.27361076
1677707.43440447,1314420.1579667
1677595.2098487,1314177.04533941
1677423.73911803,1313958.54835919
1677206.7198154,1313682.0407136
1677067.95077979,1313491.95679871
1676801.13625502,1313126.32229467
1676729.04546083,1312929.6282915
1676680.20633662,1312796.36717786
1676602.48848608,1312579.18207272
1676645.59815893,1312370.78260428
1676706.01432258,1312171.05893557
1676809.43183796,1311945.20615817
1676921.55512379,1311771.50810617
1676943.21520899,1311746.02819764
1677089.73931629,1311573.52433678
1677136.13870633,1311511.28865526
1677203.24263076,1311421.18808626
1677430.56621263,1311250.3133355
1677506.69682386,1311009.07068021
1677551.18598099,1310868.12077141
1677646.00409937,1310572.88698928
1677715.02026549,1310390.41385395
1677818.54323757,1310225.39795594
1677939.26642362,1310077.73039419
1678154.90992423,1309973.54107964
1678293.36274417,1309967.36278147
1678322.98570159,1309966.06209294
1678411.21861588,1309868.91891385
1678474.07527643,1309799.74794919
1678542.56066563,1309608.60577862
1678586.20018944,1309487.06901864
1678508.48355121,1309165.82596698
1678378.95279889,1308887.95208753
1678154.60760033,1308592.7330738
1678112.88273298,1308416.01607259
1678076.78488677,1308262.82600235
1678033.57474894,1307984.96111065
1677964.56357714,1307741.79031414
1677973.16592314,1307559.44126679
1677989.30655206,1307391.72887284
1678102.49134681,1307238.22031815
1678343.93628451,1307064.44133942
1678559.57947685,1306986.1719138
1678732.1152449,1306925.35611239
1678895.94554394,1306786.37724539
1679042.57674602,1306534.54558064
1679090.03831185,1306436.00318445
1679180.501969,1306248.02547198
1679195.89788178,1306207.26454312
1679275.3195663,1305996.08907972
1679275.21704703,1305683.55492719
1679138.35773715,1305614.71598768
1679016.3628986,1305553.35731141
1678757.61431642,1305475.30281699
1678687.32701614,1305404.62224576
1678610.88161393,1305327.76272418
1678549.9376415,1305266.40532885
1678498.76169219,1305214.91290672
1678374.32625499,1305030.84242763
1678352.02980262,1304997.88763745
1678326.12411745,1304902.38444083
1678291.61883306,1304754.73995099
1678308.82036734,1304659.23799968
1678386.43662782,1304485.57966668
1678642.74574115,1304344.01100773
1678653.78805557,1304337.94069715
1678921.13989003,1304155.50596423
1678993.55248016,1304073.77325007
1679130.94528344,1303918.65511131
1679317.71126506,1303625.76379464
1679357.95482685,1303362.14073588
1679369.42264779,1303287.12997108
1679326.2129007,1302974.6220877
1679319.31252332,1302886.82132257
1679300.20377412,1302644.66590562
1679196.68446324,1302497.13953149
1679168.33690031,1302387.98620278
1679308.70358062,1302149.8470351
1679558.74821032,1302019.45319913
1679808.89941881,1301854.4827628
1680093.45126187,1301706.74786912
1680378.00371152,1301506.98592454
1680575.27926858,1301367.16412842
