"","utm_x","utm_y"
"4146",300584.718960036,706189.477580619
"4147",300553.960220929,706189.585273547
"4148",300554.175544356,706251.077511323
"4149",300523.416833853,706251.185230106
"4150",300523.73912909,706343.202407692
"4151",300492.980463755,706343.310156911
"4152",300493.088179701,706374.056286359
"4153",300462.329526396,706374.164056825
"4154",300462.867484086,706527.673536397
"4155",300432.108909168,706527.781346534
"4156",300432.216686365,706558.527486997
"4157",300401.458123484,706558.635318388
"4158",300401.673725161,706620.127609442
"4159",300370.915190932,706620.235466704
"4160",300371.6692845,706835.237331746
"4161",300341.132145622,706835.344461562
"4162",300341.347897652,706896.836776378
"4163",300310.589503847,706896.944708316
"4164",300310.697403514,706927.690870784
"4165",300279.939021743,706927.798823987
"4166",300280.047330941,706958.655589103
"4167",300249.288961226,706958.763563589
"4168",300249.396903545,706989.509735892
"4169",300218.63854587,706989.617731646
"4170",300218.746509509,707020.363908877
"4171",300187.988163869,707020.4719259
"4172",300188.094983499,707050.886314708
"4173",300157.336649672,707050.994352953
"4174",300157.444655904,707081.740539992
"4175",300126.907617029,707081.847822043
"4176",300127.016033061,707112.704611792
"4177",300065.4994091,707112.92078982
"4178",300065.715544631,707174.413193083
"4179",300034.957259012,707174.521316322
"4180",300035.065350447,707205.267523033
"4181",300004.307076863,707205.37566755
"4182",300004.415189627,707236.121879163
"4183",299973.656928036,707236.23004496
"4184",299973.765062132,707266.976261502
"4185",299943.006812584,707267.084448579
"4186",299943.114189899,707297.609474208
"4187",299912.35595227,707297.717682534
"4188",299912.464128999,707328.463908939
"4189",299881.927185576,707328.571359859
"4190",299882.035383521,707359.317591126
"4191",299850.945246764,707359.427010166
"4192",299851.593855064,707543.683236228
"4193",299821.167658811,707543.790362829
"4194",299821.492464912,707636.029091591
"4195",299729.218231902,707636.354118726
"4196",299729.326559952,707667.100376142
"4197",299698.457849112,707667.209146368
"4198",299698.674552716,707728.70167136
"4199",299667.916511118,707728.810077687
"4200",299668.024886614,707759.556345275
"4201",299637.266857059,707759.664772902
"4202",299637.374474056,707790.189849203
"4203",299606.616456376,707790.298298097
"4204",299606.713174515,707817.726631913
"4205",299608.242440928,708251.271294762
"4206",299546.948170507,708251.487600481
"4207",299547.056692228,708282.233891618
"4208",299516.298927252,708282.342464515
"4209",299516.623789624,708374.360157278
"4210",299485.866069938,708374.468760727
"4211",299486.08322225,708435.961364259
"4212",299455.325531295,708436.069993663
"4213",299455.434521825,708466.926898726
"4214",299424.676842937,708467.035549467
"4215",299424.894090161,708528.528173324
"4216",299394.136440013,708528.636850024
"4217",299394.24391487,708559.051372254
"4218",299363.486276575,708559.160070227
"4219",299363.704009514,708620.763312717
"4220",299333.167677794,708620.871254425
"4221",299333.276372428,708651.617581569
"4222",299302.518775,708651.726326731
"4223",299302.627491014,708682.472658834
"4224",299271.86990564,708682.581425325
"4225",299271.978643036,708713.327762357
"4226",299241.221069676,708713.436550178
"4227",299241.329828455,708744.182892132
"4228",299210.572267155,708744.291701285
"4229",299210.680264711,708774.816851464
"4230",299179.922715338,708774.925681917
"4231",299180.24913399,708867.16473836
"4232",299149.491630015,708867.273599433
"4233",299149.926987451,708990.25903078
"4234",299119.390822181,708990.367143633
"4235",299119.499689865,709021.113506813
"4236",299088.742260109,709021.222424374
"4237",299088.850365795,709051.747595626
"4238",299058.092947934,709051.856534496
"4239",299058.201858374,709082.602907573
"4240",298996.687042144,709082.820844699
"4241",298996.795990674,709113.567227358
"4242",298966.038592263,709113.676225617
"4243",298966.36551617,709205.915389355
"4244",298935.608163209,709206.024418256
"4245",298935.717163952,709236.770811426
"4246",298874.423753351,709236.988143919
"4247",298874.641835507,709298.48094965
"4248",298813.127197292,709298.699152027
"4249",298813.344580266,709359.970780356
"4250",298782.58728744,709360.079915869
"4251",298782.696395062,709390.826333724
"4252",298751.939114297,709390.935490595
"4253",298752.04824333,709421.681913422
"4254",298721.290974619,709421.791091652
"4255",298721.400125064,709452.53751942
"4256",298690.642868383,709452.64671901
"4257",298690.752040242,709483.39315172
"4258",298659.994795619,709483.502372672
"4259",298660.103988894,709514.248810355
"4260",298598.589519078,709514.467311694
"4261",298598.698750473,709545.213758973
"4262",298537.405570503,709545.431550093
"4263",298537.623327854,709606.703266579
"4264",298476.108920827,709606.921929231
"4265",298476.32754996,709668.414863058
"4266",298414.813191122,709668.633611193
"4267",298414.922546179,709699.380087892
"4268",298384.16537648,709699.489491689
"4269",298384.274752964,709730.235973331
"4270",298322.981707557,709730.454052978
"4271",298323.091122058,709761.200544217
"4272",298261.576816926,709761.419487218
"4273",298261.685482122,709791.944790225
"4274",298230.928339132,709792.054291428
"4275",298231.147291936,709853.547303353
"4276",298200.279540608,709853.657224614
"4277",298200.389040867,709884.40373572
"4278",298138.874831809,709884.622849818
"4279",298138.984370216,709915.369370545
"4280",298108.227275403,709915.478957337
"4281",298108.446793947,709977.082608036
"4282",298078.021638755,709977.191037937
"4283",298078.131224604,710007.937568843
"4284",298016.506475229,710008.157248163
"4285",298016.616099296,710038.903788728
"4286",297985.859052766,710039.01346097
"4287",297986.077165216,710100.174755063
"4288",297893.80609732,710100.503899992
"4289",297893.916197022,710131.361059269
"4290",297863.380455319,710131.47002273
"4291",297863.599912885,710192.963153172
"4292",297832.621653187,710193.073722071
"4293",297832.841163361,710254.566863128
"4294",297740.791549487,710254.895538801
"4295",297740.901361716,710285.642123764
"4296",297679.387447153,710285.861860469
"4297",297679.497297561,710316.60845509
"4298",297648.740349988,710316.718353211
"4299",297648.849431393,710347.243754242
"4300",297587.335555406,710347.463609958
"4301",297587.445465423,710378.2102192
"4302",297556.909810021,710378.319385709
"4303",297557.01974138,710409.065999903
"4304",297495.505904275,710409.285974472
"4305",297495.725848112,710470.779222466
"4306",297434.212059192,710470.999282683
"4307",297434.542110862,710563.239185008
"4308",297403.785259542,710563.349254263
"4309",297403.894511281,710593.874694811
"4310",297311.845251381,710594.20422461
"4311",297311.955349594,710624.950878312
"4312",297281.198512917,710625.061023719
"4313",297281.308632604,710655.807682408
"4314",297219.794978644,710656.028032802
"4315",297219.905136538,710686.774701165
"4316",297189.14831926,710686.884906154
"4317",297189.368682752,710748.378253144
"4318",297158.611894248,710748.488484246
"4319",297158.722099849,710779.235162885
"4320",297097.208542231,710779.455684684
"4321",297097.31799291,710809.981173797
"4322",297036.025721537,710810.200978228
"4323",297036.136003418,710840.947676182
"4324",296974.622475013,710841.168350355
"4325",296974.843119972,710902.661765933
"4326",296944.08638221,710902.772137516
"4327",296944.196728555,710933.518850444
"4328",296882.683272419,710933.739653226
"4329",296882.90404632,710995.233098761
"4330",296852.36861594,710995.342740094
"4331",296852.479026641,711026.089467969
"4332",296790.965642806,711026.310399145
"4333",296791.076091742,711057.057136719
"4334",296760.319409537,711057.167632122
"4335",296760.650040273,711149.186661123
"4336",296729.893403449,711149.297187332
"4337",296730.114411036,711210.790683942
"4338",296699.247167721,711210.901633997
"4339",296699.578765203,711303.141895307
"4340",296668.822202689,711303.252478569
"4341",296668.931966043,711333.778037929
"4342",296638.175415451,711333.888642609
"4343",296638.285995682,711364.635406679
"4344",296576.772913903,711364.856675697
"4345",296576.994155638,711426.350223531
"4346",296546.458911091,711426.460096334
"4347",296546.569555729,711457.206875365
"4348",296515.813053361,711457.317565745
"4349",296516.034788532,711518.921734061
"4350",296454.521836795,711519.143183934
"4351",296454.632545993,711549.889977975
"4352",296436.709713761,711549.954516491
"4353",296423.876079827,711550.000732752
"4354",296423.950563632,711570.682932076
"4355",296424.096351009,711611.162531147
"4356",296393.339913449,711611.273312041
"4357",296393.451068812,711642.130716409
"4358",296378.626029806,711642.184122657
"4359",296362.694643359,711642.241518786
"4360",296362.758001693,711659.826924107
"4361",296362.916205096,711703.735137796
"4362",296332.159808456,711703.845966346
"4363",296332.603056159,711826.833226777
"4364",296302.067990448,711826.943293276
"4365",296302.1780335,711857.468913654
"4366",296271.421711116,711857.579799114
"4367",296271.532573092,711888.326624654
"4368",296240.776262778,711888.437531588
"4369",296240.887146283,711919.18436213
"4370",296210.130848029,711919.295290538
"4371",296210.241753065,711950.04212609
"4372",296179.485466832,711950.153075975
"4373",296179.5963934,711980.899916543
"4374",296148.840119233,711981.010887905
"4375",296148.951067335,712011.757733477
"4376",296118.194805218,712011.868726318
"4377",296118.305774855,712042.615576901
"4378",296087.549524782,712042.726591224
"4379",296087.65971744,712073.252246417
"4380",296057.124747216,712073.36248331
"4381",296057.235759772,712104.109343884
"4382",296026.479533728,712104.220401018
"4383",296026.590567823,712134.967266603
"4384",295995.834353801,712135.078345222
"4385",295996.278604997,712258.06582942
"4386",295965.522453344,712258.176943672
"4387",295965.854942885,712350.196373546
"4388",295935.098836715,712350.307518686
"4389",295935.209959286,712381.054400814
"4390",295904.453865139,712381.165567447
"4391",295904.565009259,712411.912454585
"4392",295873.808927185,712412.023642712
"4393",295873.920092855,712442.770534866
"4394",295843.385289554,712442.88094436
"4395",295843.607668534,712504.374738944
"4396",295812.851627358,712504.485974662
"4397",295813.074059005,712565.979779877
"4398",295782.318046676,712566.091041814
"4399",295782.429286445,712596.837949589
"4400",295751.673286182,712596.949233027
"4401",295752.117559613,712719.715685185
"4402",295721.361621589,712719.827004255
"4403",295721.472918786,712750.573922971
"4404",295690.716992838,712750.685263546
"4405",295690.939635138,712812.179111309
"4406",295660.183738044,712812.290478115
"4407",295660.295483681,712843.148007639
"4408",295629.539598671,712843.259395971
"4409",295629.650965361,712874.006330046
"4410",295568.139214784,712874.229166521
"4411",295568.249417586,712904.644308792
"4412",295537.714817025,712904.754955042
"4413",295537.937674686,712966.248852968
"4414",295507.181837782,712966.360327182
"4415",295507.293691496,712997.217881873
"4416",295476.537866725,712997.329377621
"4417",295476.649341111,713028.07633679
"4418",295445.893528364,713028.187854056
"4419",295446.005024325,713058.934818245
"4420",295415.249223657,713059.046357032
"4421",295415.359537742,713089.461524419
"4422",295384.603748961,713089.573084675
"4423",295384.715288025,713120.320058924
"4424",295292.66920829,713120.654051595
"4425",295292.781203817,713151.51164097
"4426",295262.025429756,713151.623277759
"4427",295262.248665949,713213.117265521
"4428",295231.492920752,713213.228928569
"4429",295231.716209699,713274.722926987
"4430",295170.094140168,713274.946724255
"4431",295170.205825478,713305.693733405
"4432",295139.450116438,713305.805461105
"4433",295139.561823337,713336.552475279
"4434",295078.050424628,713336.775990543
"4435",295078.161365972,713367.301812877
"4436",295016.871245689,713367.524600336
"4437",295017.094817518,713429.018668006
"4438",294986.339151868,713429.130498493
"4439",294986.562776485,713490.624576838
"4440",295017.318408541,713490.512736874
"4441",295017.43021125,713521.259771756
"4442",294955.918976013,713521.483477961
"4443",294956.142663023,713582.977567576
"4444",294925.387071913,713583.089455362
"4445",294925.498939418,713613.836505356
"4446",294863.987776534,713614.060340823
"4447",294864.098877346,713644.586198727
"4448",294833.343305495,713644.698146376
"4449",294833.455232973,713675.445211196
"4450",294802.920936182,713675.5563748
"4451",294803.032885144,713706.303444619
"4452",294741.521784989,713706.527442679
"4453",294741.745764537,713768.021602196
"4454",294710.990240923,713768.133635925
"4455",294711.102254709,713798.880720872
"4456",294680.346743174,713798.992776156
"4457",294680.570818774,713860.486956446
"4458",294619.059848683,713860.711136427
"4459",294619.171120968,713891.237034349
"4460",294557.660165269,713891.461291001
"4461",294557.772282282,713922.208400876
"4462",294496.482603595,713922.431927198
"4463",294496.706919041,713983.926166779
"4464",294465.951475035,713984.038368076
"4465",294466.063656784,714014.785493061
"4466",294435.308224809,714014.897715923
"4467",294435.42042818,714045.644845964
"4468",294404.665008281,714045.757090391
"4469",294405.00089024,714137.77729414
"4470",294312.734752964,714138.114170987
"4471",294312.847042802,714168.861321227
"4472",294251.557556192,714169.085191074
"4473",294251.78221733,714230.579511406
"4474",294221.026869698,714230.691885105
"4475",294221.139224307,714261.439050472
"4476",294159.628548395,714261.663857843
"4477",294159.740941455,714292.411033024
"4478",294128.985613182,714292.523466698
"4479",294129.098027878,714323.270646939
"4480",294098.342711669,714323.383102192
"4481",294098.566780208,714384.656270307
"4482",294067.811492739,714384.768751867
"4483",294067.923955496,714415.515942524
"4484",294037.38994109,714415.627636231
"4485",294037.502425367,714446.374831904
"4486",293975.991893986,714446.599897941
"4487",293976.217349074,714508.204910697
"4488",293945.462109948,714508.317478494
"4489",293945.574659174,714539.064689351
"4490",293853.198333319,714539.402913138
"4491",293853.423547304,714600.897364371
"4492",293822.668339579,714601.010013828
"4493",293822.779755165,714631.425440002
"4494",293792.357665576,714631.86869974
"4495",293792.469507634,714662.394732442
"4496",293761.714323952,714662.507424872
"4497",293761.826998096,714693.254665781
"4498",293700.206019935,714693.480516203
"4499",293700.318732621,714724.227766954
"4500",293669.56356827,714724.340519472
"4501",293669.789041786,714785.835031418
"4502",293546.989731391,714786.285436179
"4503",293546.881282625,714817.033523461
"4504",293516.347404892,714817.145562513
"4505",293516.573075447,714878.640123886
"4506",293485.817966649,714878.753001133
"4507",293485.930014053,714909.279083545
"4508",293393.664709139,714909.617830517
"4509",293393.890543285,714971.112431867
"4510",293363.135465769,714971.225390747
"4511",293363.24840693,715001.972696645
"4512",293301.738271209,715002.198674468
"4513",293301.851250876,715032.945990217
"4514",293271.31745212,715033.058196017
"4515",293271.430453339,715063.805516815
"4516",293179.165300716,715064.144688659
"4517",293179.278357282,715094.892024084
"4518",293117.768265289,715095.118232405
"4519",293117.881360369,715125.865577692
"4520",293087.126324049,715125.978711895
"4521",293087.238627002,715156.504858306
"4522",293056.483602598,715156.618014097
"4523",293056.596741005,715187.365369543
"4524",292995.307970676,715187.590926811
"4525",292995.421147483,715218.338292088
"4526",292964.666142443,715218.451507853
"4527",292964.779340936,715249.198878222
"4528",292934.024347956,715249.312115614
"4529",292934.137568136,715280.059491058
"4530",292872.62760149,715280.286025947
"4531",292872.854123756,715341.780796886
"4532",292811.344205336,715342.007418303
"4533",292811.456692287,715372.53360951
"4534",292750.168862198,715372.980696591
"4535",292750.281387288,715403.506897567
"4536",292719.526444904,715403.620276662
"4537",292719.639807071,715434.367687088
"4538",292658.129941629,715434.594505402
"4539",292658.243342337,715465.3419257
"4540",292627.488419272,715465.455364922
"4541",292627.601841679,715496.202790315
"4542",292596.846930658,715496.316251178
"4543",292596.960374765,715527.063681667
"4544",292443.407090415,715527.63044574
"4545",292443.634161425,715589.125355483
"4546",292412.879272213,715589.238931715
"4547",292412.992831854,715619.986391838
"4548",292382.237954692,715620.09998972
"4549",292382.350718892,715650.626250148
"4550",292259.552487289,715651.080011432
"4551",292259.666140742,715681.827496108
"4552",292228.911273204,715681.9411877
"4553",292229.02494837,715712.688677476
"4554",292167.404603543,715712.91652996
"4555",292167.632035995,715774.411529654
"4556",292106.12236833,715774.639059762
"4557",292106.236125559,715805.386569669
"4558",292075.813187994,715805.499136718
"4559",292075.595080338,715836.247879817
"4560",292014.306708943,715836.47471128
"4561",292014.420935771,715867.332838768
"4562",291952.91132136,715867.560566075
"4563",291953.02517736,715898.308100879
"4564",291891.515577423,715898.535905238
"4565",291891.628242902,715928.951641912
"4566",291860.873452395,715929.065574138
"4567",291860.987368653,715959.813123955
"4568",291830.232590183,715959.927077852
"4569",291830.346528171,715990.674632798
"4570",291738.303471881,715991.015789818
"4571",291738.531873457,716052.621532126
"4572",291677.022374569,716052.849620341
"4573",291677.136411369,716083.597200199
"4574",291646.381671537,716083.711274415
"4575",291646.609793488,716145.206444661
"4576",291585.100366858,716145.434662947
"4577",291585.327754836,716206.708647908
"4578",291554.573067892,716206.822791948
"4579",291554.687196493,716237.570392557
"4580",291493.399098606,716237.797919353
"4581",291493.513265693,716268.545529867
"4582",291432.003925589,716268.773955046
"4583",291432.118131285,716299.521575492
"4584",291401.363470891,716299.635818204
"4585",291401.477698336,716330.383443767
"4586",291339.968396765,716330.61198944
"4587",291340.082662825,716361.359624954
"4588",291309.549278122,716361.473105533
"4589",291309.777036121,716422.747180969
"4590",291248.267806639,716422.975856487
"4591",291248.382137801,716453.723507341
"4592",291217.627532715,716453.837875232
"4593",291217.741885633,716484.585531179
"4594",291125.478091975,716484.928750564
"4595",291125.59250039,716515.676421303
"4596",291094.837909702,716515.790866338
"4597",291094.952339877,716546.538542199
"4598",291033.44317781,716546.767492548
"4599",291033.557646618,716577.515178372
"4600",290972.269754903,716577.743381918
"4601",290972.384262225,716608.491077672
"4602",290941.629698068,716608.605621448
"4603",290941.744227155,716639.353322314
"4604",290880.235118048,716639.582470158
"4605",290880.348861531,716670.108974439
"4606",290849.483688634,716670.22399075
"4607",290849.598278158,716700.971706732
"4608",290818.84374512,716701.086332539
"4609",290818.958356414,716731.834053672
"4610",290788.203835436,716731.948701191
"4611",290788.318468503,716762.696427426
"4612",290727.141329051,716762.924545063
"4613",290727.256000587,716793.672281239
"4614",290604.127337057,716794.131625943
"4615",290604.242081061,716824.879381782
"4616",290573.487576898,716824.994161852
"4617",290573.602342682,716855.741922808
"4618",290512.314608931,716855.970717178
"4619",290512.429413253,716886.718488104
"4620",290481.674928358,716886.833328379
"4621",290481.789754463,716917.581104425
"4622",290451.035281571,716917.695966425
"4623",290451.1493032,716948.222540559
"4624",290328.131430302,716948.682176628
"4625",290328.361275779,717010.177778681
"4626",290267.07363284,717010.406890166
"4627",290266.967341644,717041.155528547
"4628",290205.679713046,717041.384716991
"4629",290205.794715467,717072.132538119
"4630",290113.531404418,717072.477702891
"4631",290113.761525298,717133.973375106
"4632",290083.007112331,717134.088473506
"4633",290083.122197026,717164.836314929
"4634",290021.613390356,717165.066572097
"4635",290021.842813756,717226.341067645
"4636",289960.555309518,717226.570583015
"4637",289960.670476349,717257.318444706
"4638",289991.424841247,717257.203259496
"4639",289991.539996106,717287.951116619
"4640",289960.785648097,717288.066306682
"4641",289960.900824761,717318.814168955
"4642",289899.392147947,717319.044609467
"4643",289899.507363308,717349.792481764
"4644",289837.998700865,717350.022999559
"4645",289838.114369517,717380.881485734
"4646",289807.360047947,717380.996774847
"4647",289807.475323836,717411.744662305
"4648",289776.72101431,717411.85997317
"4649",289776.835067766,717442.276053998
"4650",289715.547721543,717442.505906112
"4651",289715.663057776,717473.253808699
"4652",289684.90876731,717473.369179794
"4653",289685.02412536,717504.11708753
"4654",289562.006982455,717504.578760322
"4655",289562.122828232,717535.43729188
"4656",289500.83551537,717535.667408555
"4657",289501.066458623,717597.163283809
"4658",289408.803673524,717597.509860685
"4659",289408.919203231,717628.257813372
"4660",289347.300062447,717628.489374645
"4661",289347.41563094,717659.237337375
"4662",289316.661383549,717659.352940396
"4663",289316.776142267,717689.879699873
"4664",289224.845301569,717690.225376641
"4665",289224.960947301,717720.973359396
"4666",289163.34184937,717721.205152804
"4667",289163.457533896,717751.953145608
"4668",289101.949077013,717752.184600286
"4669",289102.064800275,717782.932603126
"4670",289071.310581407,717783.048360694
"4671",289071.426326506,717813.796368724
"4672",289040.893372983,717813.911315065
"4673",289041.0091398,717844.659328231
"4674",288979.500745382,717844.890947145
"4675",288979.616550943,717875.63897034
"4676",288948.862363325,717875.754810031
"4677",288948.978190729,717906.502838425
"4678",288918.224015145,717906.6186999
"4679",288918.339030928,717937.145524584
"4680",288887.585700813,717937.482616726
"4681",288887.700738285,717968.009446537
"4682",288826.192430085,717968.241273467
"4683",288826.540174351,718060.485420742
"4684",288796.007316246,718060.600539951
"4685",288795.902005185,718091.349428791
"4686",288765.147906507,718091.465404049
"4687",288765.610955391,718214.236435771
"4688",288735.078171421,718214.351612754
"4689",288735.194171356,718245.099678536
"4690",288704.440147371,718245.21571187
"4691",288704.556169164,718275.96378285
"4692",288673.802157213,718276.079837982
"4693",288673.918200864,718306.827914133
"4694",288612.41019613,718307.06008491
"4695",288612.526278556,718337.80817112
"4696",288551.018288119,718338.040419334
"4697",288551.134409321,718368.788515633
"4698",288520.38042367,718368.904670001
"4699",288520.496566738,718399.652771473
"4700",288428.455882936,718400.000514645
"4701",288428.572081579,718430.748631038
"4702",288367.064134039,718430.981111349
"4703",288367.17953521,718461.508028296
"4704",288336.42557089,718461.624298686
"4705",288336.541830155,718492.372430348
"4706",288305.787877869,718492.48872255
"4707",288305.904159006,718523.236859398
"4708",288275.150218752,718523.353173411
"4709",288275.266521764,718554.101315469
"4710",288244.733844829,718554.216814288
"4711",288244.966499318,718615.713108982
"4712",288214.212600053,718615.829471397
"4713",288214.09625341,718585.08131901
"4714",288183.342332334,718585.197693454
"4715",288183.458695897,718615.945850735
"4716",288121.950872915,718616.178660182
"4717",288122.182845121,718677.453785407
"4718",288030.143263981,718678.023527724
"4719",288030.258889029,718708.550500401
"4720",287968.751118436,718708.783508162
"4721",287968.867620137,718739.531700898
"4722",287907.359863762,718739.764786163
"4723",287907.476404274,718770.512988987
"4724",287876.722535669,718770.62956191
"4725",287876.83909807,718801.377769924
"4726",287784.79876447,718801.72676585
"4727",287784.915382492,718832.474988855
"4728",287753.829651988,718832.592898083
"4729",287754.063356748,718894.199960025
"4730",287723.641407212,718894.315378084
"4731",287723.75807401,718925.063611785
"4732",287600.632166063,718925.530929002
"4733",287600.747645799,718955.947366955
"4734",287539.240008481,718956.180926985
"4735",287539.356786799,718986.929190732
"4736",287508.602977696,718987.046001054
"4737",287508.719777918,719017.79427003
"4738",287478.1872312,719017.910261615
"4739",287478.304473436,719048.769141055
"4740",287447.550688468,719048.88599496
"4741",287447.667532397,719079.634274311
"4742",287407.842501749,719079.785627437
"4743",287293.898618549,719080.218822409
"4744",287294.015552114,719110.967126621
"4745",287263.261771541,719111.08409196
"4746",287263.495687474,719172.580711114
"4747",287232.963185881,719172.69686149
"4748",287233.196313708,719233.972280693
"4749",287202.442590925,719234.089299412
"4750",287202.559600036,719264.837619832
"4751",287141.052173642,719265.071717919
"4752",287141.286274555,719326.568379316
"4753",287172.039956331,719326.451311967
"4754",287172.274043299,719387.947964732
"4755",287203.027686294,719387.83090449
"4756",287203.612064066,719541.351306088
"4757",287234.365617581,719541.234238241
"4758",287234.482659528,719571.982556729
"4759",287295.768469495,719571.749303988
"4760",287295.885482657,719602.497612979
"4761",287326.638987558,719602.380586019
"4762",287326.872994931,719663.877195078
"4763",287296.119523918,719663.994231866
"4764",287296.235710071,719694.521330893
"4765",287234.950034931,719694.754622744
"4766",287234.833815252,719664.227513993
"4767",287173.326838876,719664.461705964
"4768",287173.209748097,719633.713376745
"4769",287142.456235611,719633.830493236
"4770",287142.33913287,719603.082159393
"4771",287111.585598487,719603.199287913
"4772",287111.468483785,719572.450949457
"4773",287080.714927558,719572.568090004
"4774",287080.597800897,719541.819746928
"4775",287049.844222807,719541.936899502
"4776",287049.727084188,719511.188551798
"4777",287019.194733165,719511.304873425
"4778",287018.961279999,719450.029380324
"4779",286926.700349424,719450.380945998
"4780",286926.583158086,719419.632579536
"4781",286895.829487776,719419.749797057
"4782",286896.41473567,719573.27044563
"4783",286865.661145033,719573.38770468
"4784",286865.778395163,719604.136082473
"4785",286589.217259149,719605.191376069
"4786",286589.334666647,719635.93979848
"4787",286558.581060618,719636.057236734
"4788",286558.698490058,719666.80566437
"4789",286466.658942228,719667.157250275
"4790",286466.775582146,719697.684481154
"4791",286405.26839335,719697.919529615
"4792",286405.385917359,719728.667982485
"4793",286343.768118245,719728.903531565
"4794",286344.003249178,719790.400457966
"4795",286282.496122519,719790.635671767
"4796",286282.613729386,719821.384145297
"4797",286221.438489848,719821.618167041
"4798",286221.556135435,719852.366650687
"4799",286190.691964479,719852.48474994
"4800",286190.809632081,719883.233238844
"4801",286129.302557812,719883.468651561
"4802",286129.420264322,719914.217150651
"4803",286098.666736704,719914.334887382
"4804",286098.784465173,719945.083391705
"4805",286006.745151957,719945.435870965
"4806",286006.862088784,719975.963178013
"4807",285976.108575225,719976.080992293
"4808",285976.226381365,720006.829516957
"4809",285853.212345483,720007.300963424
"4810",285853.33022445,720038.049508167
"4811",285822.576720043,720038.167417123
"4812",285822.694620979,720068.915967114
"4813",285761.408879478,720069.150997192
"4814",285761.526819217,720099.899557347
"4815",285730.552085795,720100.018375719
"4816",285730.670047628,720130.766941156
"4817",285669.384344109,720131.002092351
"4818",285669.502344751,720161.750667952
"4819",285607.995407312,720161.986745691
"4820",285608.113446887,720192.735331503
"4821",285577.359987718,720192.853400767
"4822",285577.478049271,720223.601991824
"4823",285515.971149938,720223.838191144
"4824",285516.088400768,720254.365579451
"4825",285485.33496052,720254.483709474
"4826",285485.453082957,720285.232315999
"4827",285362.660588,720285.704175107
"4828",285362.896983385,720347.201428633
"4829",285332.143569259,720347.319658225
"4830",285332.261791451,720378.0682904
"4831",285301.508389332,720378.186541917
"4832",285301.62705886,720409.045785957
"4833",285240.120273762,720409.282349845
"4834",285240.238556914,720440.030997496
"4835",285209.706421277,720440.148458623
"4836",285209.824726299,720470.897111507
"4837",285148.317979355,720471.133796802
"4838",285148.435046216,720501.550639798
"4839",285086.929590467,720502.119222997
"4840",285087.04669587,720532.536076112
"4841",284964.254484972,720533.008973266
"4842",284964.373366747,720563.868273538
"4843",284933.620006851,720563.986758192
"4844",284933.738484537,720594.735456918
"4845",284902.985136617,720594.853963511
"4846",284903.103636306,720625.602667502
"4847",284841.48633599,720625.840167994
"4848",284841.604874714,720656.588882249
"4849",284749.676743672,720656.943355729
"4850",284749.795338159,720687.69208514
"4851",284688.178056084,720687.929775337
"4852",284688.296689613,720718.678515015
"4853",284626.790045047,720718.915856382
"4854",284627.0265413,720780.192142505
"4855",284596.273245377,720780.310848566
"4856",284596.391944909,720811.059604063
"4857",284473.378779327,720811.53461797
"4858",284473.497551797,720842.283393685
"4859",284442.965511599,720842.401339837
"4860",284443.20310538,720903.898902036
"4861",284320.190044018,720904.374314751
"4862",284320.308916381,720935.12311623
"4863",284289.555655566,720935.242016837
"4864",284289.674549955,720965.990823593
"4865",284228.168047299,720966.228685712
"4866",284228.286125039,720996.756288226
"4867",284136.247630676,720997.112367459
"4868",284136.366619896,721027.861199701
"4869",284044.106885246,721028.218302498
"4870",284044.225930457,721058.967150011
"4871",284013.472692582,721059.086223228
"4872",284013.591759828,721089.835076021
"4873",283982.838533924,721089.95417121
"4874",283982.957623207,721120.703029299
"4875",283952.425655463,721120.821289444
"4876",283952.544766662,721151.570152781
"4877",283860.285146042,721151.927620779
"4878",283860.404313244,721182.676499396
"4879",283829.651113367,721182.795694357
"4880",283829.770302612,721213.544578267
"4881",283799.017114717,721213.663795208
"4882",283799.135468352,721244.191469377
"4883",283768.383150103,721244.531923328
"4884",283768.501525625,721275.059602752
"4885",283737.969607384,721275.178005568
"4886",283738.20812289,721336.675805374
"4887",283707.454987878,721336.795093099
"4888",283707.574270212,721367.543998441
"4889",283738.327388238,721367.424705719
"4890",283738.446658648,721398.17360637
"4891",283676.940451543,721398.412218798
"4892",283677.059760991,721429.161129737
"4893",283646.306666924,721429.280466434
"4894",283646.425998424,721460.029382668
"4895",283677.179075503,721459.910040973
"4896",283677.29839508,721490.658952515
"4897",283646.54533499,721490.778299208
"4898",283646.902516412,721582.803835367
"4899",283616.149502178,721582.923214012
"4900",283616.268875959,721613.672136743
"4901",283585.515873717,721613.791537381
"4902",283585.635269556,721644.540465405
"4903",283554.882279308,721644.659888038
"4904",283555.001697206,721675.40882136
"4905",283462.632125161,721675.767636047
"4906",283462.751599171,721706.516584698
"4907",283432.330489559,721706.634795713
"4908",283432.44998545,721737.383749603
"4909",283370.94405194,721737.622811599
"4910",283371.06272691,721768.150560228
"4911",283247.940245136,721768.629338364
"4912",283248.05985317,721799.378322908
"4913",283186.775171669,721799.616748097
"4914",283186.894818649,721830.365742913
"4915",283094.635943369,721830.724814148
"4916",283094.875354548,721892.222834742
"4917",283033.369480628,721892.462320612
"4918",283033.489658588,721923.321949365
"4919",282971.983798743,721923.561513303
"4920",282972.222083691,721984.727751711
"4921",282849.432976589,721985.538085391
"4922",282849.551547411,722015.955312807
